county,income,education
1127,22170410.344827585,0.10542808932132448
1129,18145382.352941178,0.09623394654633807
1131,11892825.0,0.11302244321999731
1133,18659030.43478261,0.13089035544749333
12001,41189473.684210524,0.4151496019942593
12003,45530741.666666664,0.12764291307752546
12005,40257773.14814815,0.22533872500845806
12007,26420516.666666668,0.11779267663744199
12009,47594816.50793651,0.2772853340192227
12011,54220768.12834225,0.3101573119505409
12013,22346300.0,0.1047609868928296
12015,41801147.663551405,0.21603917301414582
12017,37191394.25287356,0.17845644705840033
12019,64361328.39506173,0.2393844463580485
12021,68134012.5,0.3388103025817807
12023,34838000.0,0.1590904247384012
12027,20008700.0,0.10039257381205528
12029,23915391.666666668,0.06397138341236171
12031,47597610.26694045,0.2808933795429987
12033,37038284.21052632,0.2488301397001059
12035,47507529.4117647,0.23322345032641717
12037,22521254.545454547,0.16733690795352993
12039,25778603.125,0.17481681813893518
12041,27196330.769230768,0.12345354040536984
12043,17606740.0,0.08880851918826603
12045,20864435.714285713,0.1671072195605485
12047,23718160.0,0.10201178622231254
12049,19517710.0,0.09631183359552525
12051,26707579.166666668,0.09138479571332887
12053,35912968.86792453,0.16403816718322836
12055,26398253.246753246,0.16468624833110815
12057,41894490.45977011,0.3143329621005029
12059,21645380.0,0.1233644859813084
12061,48508432.96703297,0.2716737261175444
12063,20053102.564102564,0.13689586095985104
12065,31266370.0,0.19014541076224878
12067,22262266.666666668,0.1361111111111111
12069,50665877.027027026,0.21668532070598365
12071,35944828.29076621,0.2671740757905244
12073,43417988.439306356,0.45242602551426436
12075,26193221.42857143,0.1116293640572244
12077,21082616.666666668,0.1246227587431209
12079,17913356.25,0.12341939880366472
12081,46782522.70531401,0.27873951488414883
12083,40998078.03468208,0.183830411676053
12085,56933908.69565217,0.315359921187621
12086,37621114.03956605,0.27281635290298045
12087,35058731.50684932,0.3107126759152602
12089,59537979.48717949,0.24526644194219321
12091,48988063.15789474,0.2944120476133221
12093,23057503.703703705,0.10724347568208778
12095,83451745.45454545,0.31922849951953897
12097,71267802.63157895,0.1867652989956422
12099,52772386.75799087,0.34188819407508136
12101,38112375.895765476,0.22484046137381586
12103,38484038.16155989,0.29510914811263406
12105,39107922.121212125,0.19460829271751287
12107,20553896.666666668,0.12679374177970593
12109,100876443.75,0.42474594355457823
12111,47289513.669064745,0.19832073086372637
12113,58974366.233766235,0.268884612997331
12115,53682596.812749006,0.33058032521100567
12117,52455220.0,0.358455499427143
12119,90418891.8918919,0.29817107512326224
12121,29576500.0,0.12038419105717438
12123,18404273.684210528,0.0982843137254902
12125,20612655.555555556,0.07601014676571843
12127,41587222.916666664,0.224158637807254
12129,48248821.428571425,0.16640523461659124
12131,38564163.63636363,0.26308736823298196
12133,27737680.0,0.10983708917522847
13001,24424285.714285713,0.11917897128022067
13003,21733500.0,0.0667818077144502
13005,20971700.0,0.13197483588621445
13007,17712300.0,0.10999581764951903
13009,26150654.83870968,0.1842152466367713
13011,45440814.28571428,0.10986027944111776
13013,45346891.176470585,0.16785158386268983
13015,47120708.1632653,0.18514502977825964
13017,16834786.666666668,0.10552631578947369
13019,20386220.0,0.12266583326822408
13021,25720859.523809522,0.2458986712801376
13023,28158712.5,0.17724867724867724
13025,33703211.11111111,0.09509731460950974
13027,20429673.333333332,0.12437442075996293
13029,74223438.46153846,0.33336433820109757
13031,34275724.3902439,0.28248217480033255
13033,25234050.0,0.10403916768665851
13035,30869321.42857143,0.10204832576965533
13037,15423316.666666666,0.1029256998526626
13039,52533308.69565217,0.22619420271708507
13043,23832237.5,0.14230450400663167
13045,45875494.33962264,0.18185280799018155
13047,44232258.823529415,0.19650332430435855
13049,31035050.0,0.08988271401951113
13051,36128921.28712871,0.32894765106437823
13053,15875922.222222222,0.3011787819253438
13055,19528695.454545453,0.08859293572669369
13057,84828608.23529412,0.3549687602762249
13059,32585649.295774646,0.40753259295026556
13061,12827500.0,0.07437619961612284
13063,37941444.0,0.19028734138187445
13065,15207185.714285715,0.14382632293080055
13067,71717256.73352435,0.44985803685849174
13069,26077007.407407407,0.1308411214953271
13071,24850040.0,0.12924219708327656
13073,74322860.0,0.35099779239798035
13075,18980840.0,0.13838402015475976
13077,69270296.49122807,0.2808501118568233
13079,31795362.5,0.131149373881932
13081,21667645.0,0.15077064945329996
13083,43249425.0,0.1379804677000269
13085,68036030.0,0.2984074279038308
13087,23965871.42857143,0.16889111333555779
13089,54310838.917525776,0.4174454187139368
13091,22345388.23529412,0.13535492763611304
13093,24424655.555555556,0.11262935798251783
13095,26114865.217391305,0.19765802324781623
13097,59793363.63636363,0.2614767073722298
13099,13041584.615384616,0.14071214071214072
13101,22578266.666666668,0.0786692759295499
13103,62346668.18181818,0.1827930035650624
13105,19504120.0,0.11690433749257279
13107,20015827.777777776,0.11713958347374806
13109,21781080.0,0.15096719932716568
13111,28923983.333333332,0.17721727662380482
13113,84052887.75510204,0.4577655194902243
13115,36839775.0,0.19800733477090646
13117,69140871.2962963,0.4827020885598164
13119,24913893.75,0.12635259963050938
13121,68764685.3432282,0.4980609376530789
13123,39621362.5,0.17839292579777008
13125,18598466.666666668,0.08220502901353965
13127,41072561.11111111,0.2816439515489183
13129,37227741.37931035,0.12916240787562536
13131,25350823.529411763,0.12770020288817283
13133,26595342.10526316,0.24746980084884102
13135,71338925.87859425,0.3492966791354795
13137,30426973.076923076,0.1751210199768187
13139,48400954.44444445,0.2247353578289124
13141,16203442.857142856,0.10889875938122225
13143,36544641.176470585,0.13763608087091758
13145,60448837.5,0.2660094224393649
13147,27247026.315789472,0.13651820056859357
13149,28903037.5,0.1050216670915116
13151,83970952.38095239,0.27478510028653297
13153,49269035.13513514,0.24033590765653545
13155,19114050.0,0.1114938928906984
13157,49626720.68965517,0.1906802227063665
13159,39720442.85714286,0.10362806865087987
13161,23310990.90909091,0.1074839928623911
13163,14746017.647058824,0.10415502142724055
13165,19144975.0,0.13025824265064154
13167,16985275.0,0.08690254500310367
13169,66095445.45454545,0.2023234296288681
13171,27249400.0,0.17157831428816908
13173,23591200.0,0.15401396160558464
13175,24842302.777777776,0.15237137379388377
13177,62711207.692307696,0.24163411801963475
13179,40318156.666666664,0.18899548217970885
13181,25733371.42857143,0.13153217205830076
13183,48727150.0,0.1523809523809524
13185,31900323.188405797,0.2385542168674699
13187,52800158.333333336,0.26985114879933614
13189,22521294.444444444,0.1418424753867792
13191,33781444.44444445,0.13766637520645097
13193,13250376.923076924,0.08529964501983713
13195,37228662.5,0.15471406491499226
13197,27369980.0,0.11076158940397351
13199,20536145.0,0.10146208772526352
13201,23072360.0,0.11402648357037763
13205,19746964.70588235,0.1199400299850075
13207,51621850.0,0.22184732180514552
13209,23357700.0,0.15552592098683113
13211,51382855.55555555,0.2077054655046021
13213,26158419.230769232,0.10864848109113454
13215,35702800.8,0.2500194889224965
13217,65683241.176470585,0.19813888424285736
13219,89998300.0,0.46557891981502486
13221,33262711.111111112,0.166156202143951
13223,80227954.3478261,0.24633356880027835
13225,45295891.666666664,0.20150681655106434
13227,49897700.0,0.24756990832450362
13229,35850100.0,0.12901465544122231
13231,50891225.0,0.15306804882126734
13233,26462293.75,0.1298427382053654
13235,21243988.888888888,0.11812432883904068
13237,30641864.70588235,0.18292603876320737
13239,17771200.0,0.08560558021559923
13241,28850600.0,0.2633565859663521
13243,22699185.714285713,0.13354166666666667
13245,27984143.795620438,0.21043868371759591
13247,41319471.73913044,0.25961064563824543
13249,34658833.333333336,0.1486404833836858
13251,18641800.0,0.14379425239483548
13253,19525444.444444444,0.14916762815229934
13255,34661185.71428572,0.15390364090707395
13257,27160100.0,0.17622974790898988
13259,11935460.0,0.10418648905803997
13261,21428107.692307692,0.19949298980806043
13263,22036483.333333332,0.1264737406216506
13265,8981800.0,0.08768267223382047
13267,24873306.25,0.11366480828308112
13269,20379414.285714287,0.11320754716981132
13271,19054190.0,0.09124918672739102
13273,14769560.0,0.12075718015665797
13275,26413080.555555556,0.19529813501444707
13277,25455032.258064516,0.1752038388015449
13279,22785325.0,0.17018954623779436
13281,29132300.0,0.2513296227581942
13283,19249585.714285713,0.16492829204693613
13285,35613273.17073171,0.18757451020086827
13287,15255555.555555556,0.12277191706074936
13289,17400687.5,0.11641740312712441
13291,34362685.71428572,0.2236772873428822
13293,23434342.85714286,0.1335304949500586
13295,30564834.782608695,0.15018810500063406
13297,54041955.2631579,0.1858280864090166
13299,20177312.12121212,0.12825036756983826
13301,15566183.333333334,0.12089322381930184
13303,23228893.75,0.12300296903718366
13305,22952695.652173914,0.1332371810812155
13307,26493950.0,0.0942350332594235
13309,12876983.333333334,0.049376208047794766
13311,50832133.333333336,0.20792380180362752
13313,29366919.71830986,0.13550689276564598
13315,20357250.0,0.09529800283063375
13317,16438709.090909092,0.13785589773387566
13319,17902611.111111112,0.08640822045773003
13321,26665873.333333332,0.10213361315145156
15001,43649743.39622641,0.2759102089658076
15003,52793623.63315697,0.3335064595878804
15005,3917500.0,0.2976190476190476
15007,36610027.450980395,0.27790327134847326
15009,48152390.90909091,0.2569814762840303
16001,73492120.11834319,0.36969959335457636
16003,28811400.0,0.2268251273344652
16005,30961173.333333332,0.2753190593727876
16007,19520528.57142857,0.1952587305633444
16009,21531711.111111112,0.13607148455870827
16011,29470480.0,0.18050834934239693
16013,53503807.692307696,0.4184995680776131
16015,46766750.0,0.26967791118734513
16017,28203248.57142857,0.22056455588051657
16019,38943782.35294118,0.2783741516223562
16021,27562144.444444444,0.17470191809227578
16023,20926466.666666668,0.14895947426067907
16025,24045300.0,0.2052877138413686
16027,43149930.952380955,0.18354435533118918
16029,24625600.0,0.18068465200634776
16031,22740663.157894738,0.18562568405691354
16033,12967500.0,0.15229357798165138
16035,14510061.538461538,0.16827852998065765
16037,23648525.0,0.26174289245982696
16039,35508775.0,0.16563212566506208
16041,25658950.0,0.1957643944407677
16043,22831875.0,0.20871587709633982
16045,24915700.0,0.15272389947714624
16047,23085076.923076924,0.14278242677824268
16049,19943226.666666668,0.16893824667676258
16051,39169092.85714286,0.20782079502783893
16053,26978826.666666668,0.1426053752386547
16055,57992359.09090909,0.239831013916501
16057,27405729.032258064,0.4593770522563092
16059,21048500.0,0.2104822505023443
16061,13971216.666666666,0.16014760147601476
16063,21844000.0,0.11825273010920437
16065,25309990.476190478,0.36814786681858463
16067,27354125.0,0.14881187337175336
16069,27026597.222222224,0.22197754593696978
16071,25770566.666666668,0.1634795650543682
16073,19960910.0,0.0966952264381885
16075,31982826.666666668,0.15847400405131667
16077,21347371.42857143,0.1532082060235705
16079,15039338.888888888,0.12822193097422455
16081,69894175.0,0.3996468510888758
16083,32086237.735849056,0.18144831613782364
16085,34904500.0,0.3097380792478173
16087,18945350.0,0.15428735302552338
17001,27604934.426229507,0.22600156087408949
17003,10978000.0,0.08985024958402663
17005,25626080.0,0.1826392373306573
17007,53390014.81481481,0.21509815242494226
17009,23165700.0,0.14300060253062863
17011,24520432.43243243,0.18805179517363155
17013,24463980.0,0.15042016806722688
17015,22532233.333333332,0.163589364844904
17017,21268293.333333332,0.13831352574985853
17019,36178548.0,0.4392677886034839
17021,21685472.972972974,0.15078835405022106
17023,20546725.0,0.1647427293064877
17025,31665080.0,0.14798206278026907
17027,34907677.41935484,0.21157736980142375
17029,23836170.588235293,0.2532507360157017
17031,40725726.45728643,0.3647115280509591
17033,25054110.0,0.17181342695421653
17035,21436590.90909091,0.14770327349524814
17037,42917284.74576271,0.3082617708024874
17039,30478440.0,0.20403761539125184
17041,26473900.0,0.1910925009516559
17043,60124199.35064935,0.4731204151380483
17045,22039300.0,0.18028789428144418
17047,20700637.5,0.12013903975668043
17049,36710256.0,0.2247975185249009
17051,19475586.95652174,0.13567113212503285
17053,21555062.5,0.17381795459279317
17055,20290782.926829267,0.15272464814146516
17057,18687072.093023255,0.16434701925307355
17059,17628628.57142857,0.11513244164699711
17061,16605670.588235294,0.11160572337042925
17063,43836229.4117647,0.21773268104125143
17065,19832650.0,0.15729561917902726
17067,21185109.09090909,0.195992252681764
17069,13498866.666666666,0.11321359846055164
17071,20277666.666666668,0.13269680436477008
17073,26234150.0,0.21270597808712838
17075,22905215.625,0.14618267902939436
17077,23545549.056603774,0.35905255957131454
17079,18461900.0,0.1826463560334528
17081,23741383.783783782,0.1642977056519306
17083,31662344.444444444,0.18380304502753483
17085,25472734.615384616,0.2410171365395246
17087,21600625.0,0.16668449769979674
17089,59492295.23809524,0.32104140143455334
17091,32164902.38095238,0.18957853144550543
17093,97641874.35897435,0.34271819137749737
17095,19649991.379310343,0.18069883527454242
17097,70071604.26065163,0.43696157693777093
17099,27240335.23809524,0.16963471785324516
17101,16754766.666666666,0.10148166542504759
17103,24423484.210526317,0.17711434779110002
17105,28256762.85714286,0.15212304859805914
17107,24323627.586206898,0.1837484492795114
17109,20820106.25,0.3354250791225581
17111,63782001.82926829,0.3324650350507979
17113,49915501.85185185,0.44529833347724723
17115,28896118.181818184,0.22806259535800602
17117,23361894.230769232,0.18247974315853846
17119,38939879.48717949,0.25664410247480574
17121,20506386.046511628,0.1502938074431219
17123,27707558.333333332,0.16133502713939255
17125,17414045.0,0.14305750350631136
17127,23905378.57142857,0.13330804968237414
17129,30213200.0,0.23922413793103448
17131,22866026.315789472,0.17527593818984546
17133,79745980.0,0.29780910326086957
17135,23653539.285714287,0.13869936542773986
17137,24538474.285714287,0.20637367215163507
17139,26184750.0,0.1705731731337404
17141,32815779.545454547,0.198378423560224
17143,37720500.0,0.29797581281502117
17145,21408450.0,0.13380974234576803
17147,31888976.470588237,0.29863510711817554
17149,17388740.0,0.1534680014301037
17151,20220775.0,0.1374233128834356
17153,12888062.5,0.11031589338598223
17155,23284800.0,0.14398280802292263
17157,22294330.303030305,0.1299470369907002
17159,26562078.57142857,0.20585601719197708
17161,33124964.655172415,0.22041197943086763
17163,35704881.40703518,0.2614471134345847
17165,18300937.931034483,0.15981150735935773
17167,34557978.88888889,0.34319513592104683
17169,22489875.0,0.18892810700352963
17171,25831920.0,0.12094557449147883
17173,20913224.0,0.15192061459667094
17175,19779750.0,0.1672248803827751
17177,22687222.44897959,0.1786284381139489
17179,48004398.8372093,0.25011161900712237
17181,25109218.75,0.21295113382305972
17183,26632560.606060605,0.1395951776884757
17185,19982357.14285714,0.1717699775952203
17187,19225280.95238095,0.21936656282450676
17189,21390031.57894737,0.20873549770888175
17191,21197126.315789472,0.1397700752009681
17193,22361256.25,0.1372491720241574
17195,23369168.253968254,0.17268015297906603
17197,54617709.69387755,0.33454551236331753
17199,29252508.92857143,0.2207509254362771
17201,28204030.916030534,0.2240918488270088
17203,41318176.666666664,0.3044215067015868
18001,24290250.0,0.1560977939069812
18003,34671906.69144981,0.27369705524706844
18005,37563423.72881356,0.2967593020035085
18007,18022890.90909091,0.17061042524005487
18009,22342133.333333332,0.1096551724137931
18011,66982562.16216216,0.4451454523137351
18013,36319125.0,0.23473922902494332
18015,26465763.157894738,0.1742648652554006
18017,21360228.205128204,0.13949982606006725
18019,37520097.2972973,0.20198595301525793
18021,22445203.703703705,0.16927882507672073
18023,22925625.0,0.1488964584013812
18025,21595900.0,0.09793605827600162
18027,23689827.586206898,0.14005476723923327
18029,40827532.35294118,0.1996412397812151
18031,29747014.285714287,0.18178734949974562
18033,29626011.42857143,0.1736931456461767
18035,24323939.0,0.23285472972972973
18037,38059086.666666664,0.1972901057348925
18039,34912396.0,0.18269170283701328
18041,19066984.615384616,0.1067843017949498
18043,36364518.644067794,0.26927602770115167
18045,22056078.94736842,0.14461059728585013
18047,34635487.5,0.1914674228265773
18049,20998718.181818184,0.13719751588264686
18051,29653537.931034483,0.1563142919676078
18053,24659566.666666668,0.1672520638045594
18055,21926133.333333332,0.143471959949058
18057,121416439.04761904,0.5628087653485846
18059,56658740.54054054,0.28981932539927235
18061,40552378.26086956,0.1690279345886295
18063,73107876.92307693,0.3469115354637568
18065,23191627.272727273,0.1573257796918808
18067,31393042.424242426,0.1954880648656205
18069,25522948.484848484,0.188655732432867
18071,27831294.285714287,0.16168859723302778
18073,32027092.0,0.16542030813586808
18075,18313256.52173913,0.10890165111270639
18077,30528470.833333332,0.17043644472762026
18079,35417664.705882356,0.09637139807897545
18081,57634590.54054054,0.29501302644265287
18083,19737347.61904762,0.15236172789664917
18085,36118918.96551724,0.21224671479166263
18087,34349995.833333336,0.11196137378154322
18089,33608379.22437673,0.20887863246812707
18091,33183281.707317073,0.17587437544610993
18093,27106815.384615384,0.14343377452360836
18095,26945817.592592593,0.17392564517028036
18097,35499638.76582278,0.290210324984911
18099,27937713.157894738,0.18531106363695216
18101,23896140.0,0.11376069574975452
18103,21063980.555555556,0.11935353535353535
18105,37568206.52173913,0.4514410328847917
18107,26450191.17647059,0.16750117352526991
18109,40097751.11111111,0.15530231085786642
18111,25313284.615384616,0.10543975597356381
18113,31690074.285714287,0.14145921652376248
18115,24482583.333333332,0.13845802919708028
18117,21442789.47368421,0.11906544855474015
18119,29868512.5,0.12009377093101138
18121,19303268.42105263,0.1178476380572189
18123,24371823.529411763,0.1342602810269992
18125,23009576.923076924,0.1261066969353008
18127,59887004.81927711,0.26126142062389995
18129,31625237.5,0.20562121811909745
18131,23119307.692307692,0.10669502910882221
18133,31517196.296296295,0.1503438844869887
18135,19127163.333333332,0.13070170405645762
18137,30802904.545454547,0.17440963111591296
18139,23683623.529411763,0.14028436018957346
18141,28060228.1938326,0.28245436982785965
18143,28498766.666666668,0.1298804780876494
18145,31385914.285714287,0.1663395485770363
18147,32914343.75,0.15325088095073586
18149,21619131.818181816,0.11610297829379101
18151,27714909.677419353,0.199450502275264
18153,20634850.0,0.1265992363855583
18155,26261387.5,0.08274398868458274
18157,42670329.702970296,0.3527717639581306
18159,25242900.0,0.21059857221306974
18161,22690814.285714287,0.18556493767591475
18163,28646141.139240507,0.2490244101559311
18165,18527752.63157895,0.12982774252039891
18167,24366330.107526883,0.23176126998814447
18169,22439521.21212121,0.18296845842246598
18171,26398033.333333332,0.19567055640115
18173,43485190.697674416,0.2799961765479007
18175,26868963.636363637,0.1270694927765475
18177,28031411.53846154,0.17134880096961302
18179,25615473.076923076,0.173952495329597
18181,24021015.384615384,0.15684518478715148
18183,31761357.14285714,0.18288854003139718
19001,22180011.111111112,0.1656872037914692
19003,25608100.0,0.16703056768558952
19005,25530640.0,0.1702861782017455
19007,20679678.57142857,0.18122905027932962
19009,19349366.666666668,0.13141634980988592
19011,37090980.952380955,0.21753097751262046
19013,34054058.0,0.2698163044783287
19015,38249021.05263158,0.22442872687704027
19017,36930480.0,0.2785334487448992
19019,33307431.57894737,0.17998709769908966
19021,33457620.0,0.18698427526078157
19023,29171214.285714287,0.1567022086824067
19025,23431463.636363637,0.1837515950659294
19027,24690565.217391305,0.2142704245451302
19029,23238813.333333332,0.1983104540654699
19031,26576155.0,0.22047182989290703
19033,29214645.23809524,0.21859288332414284
19035,24708692.85714286,0.19163100332857821
19037,23318564.285714287,0.14480612733365247
19039,26970962.5,0.1539452495974235
19041,25395405.555555556,0.20865250696378831
19043,24860747.36842105,0.1530887724313165
19045,26455631.25,0.19368675426672707
19047,26495317.647058822,0.11653214836310874
19049,72574200.0,0.4741927881216121
19051,26097912.5,0.16558206796818511
19053,20285962.5,0.2010847730012053
19055,28502261.111111112,0.15056651279899286
19057,22959469.76744186,0.19566625872867324
19059,41052360.0,0.2902435167615433
19061,33671270.0,0.2920164788864268
19063,24542972.727272727,0.17478766204738488
19065,23428050.0,0.195777075553002
19067,25065347.05882353,0.1965427208066985
19069,22910172.727272727,0.16744892324682495
19071,25839150.0,0.21441441441441442
19073,26396977.777777776,0.17970968759861156
19075,33417625.0,0.2513623188405797
19077,31337570.0,0.20543966200158437
19079,24960500.0,0.22015591246360477
19081,23544700.0,0.1993308454510359
19083,23221355.0,0.20390276170001653
19085,28595185.714285713,0.17439425665569847
19087,29773968.75,0.18842174774378165
19089,23429090.0,0.13219017926734217
19091,25007645.454545453,0.1985963864416903
19093,29829542.85714286,0.19035069937157917
19095,33633521.428571425,0.1863255403617115
19097,23098736.363636363,0.16468282769632747
19099,27570271.42857143,0.1790894283719848
19101,32488176.923076924,0.33113488297273386
19103,62046158.333333336,0.5243229598644117
19105,32206327.777777776,0.16734050572192147
19107,19413907.692307692,0.170162192393736
19109,24613261.111111112,0.19524697110904007
19111,23340323.529411763,0.14579711316864108
19113,49595484.67153285,0.32230345711509706
19115,23701725.0,0.13317665491578534
19117,22995020.0,0.16510750041030692
19119,25256861.53846154,0.21268754935509346
19121,38412083.333333336,0.22455908705083466
19123,26781895.23809524,0.23904091392136026
19125,31563925.0,0.2543713572023314
19127,24158485.36585366,0.1952890633680234
19129,32475415.384615384,0.23913898171810496
19131,23015183.333333332,0.15650628758884635
19133,19646258.333333332,0.1661594643944005
19135,25014087.5,0.15366168603578675
19137,20502525.0,0.15523809523809523
19139,33428055.88235294,0.20486429326753614
19141,26813900.0,0.19993857493857495
19143,19832575.0,0.16608756080611536
19145,21339816.666666668,0.218817591925018
19147,22003545.454545453,0.22073791348600508
19149,32562463.636363637,0.19526662316863397
19151,21749644.444444444,0.16903665131183657
19153,47898271.760797344,0.35568643419706614
19155,27181441.93548387,0.20657875855031332
19157,28631758.82352941,0.22868539139105867
19159,21326350.0,0.19347517730496455
19161,16717437.5,0.19342142254709024
19163,40373420.161290325,0.3191557708669757
19165,22077753.333333332,0.2108819345661451
19167,35023811.538461536,0.26876584129459935
19169,39065238.70967742,0.502519072981143
19171,21977745.0,0.16312773845635323
19173,18115455.555555556,0.13620729190552625
19175,20950640.0,0.1639728273600375
19177,18964133.333333332,0.12727272727272726
19179,21761756.756756756,0.17619995026112908
19181,50611055.172413796,0.2884829583426153
19183,32264389.47368421,0.20897316063559887
19185,23400983.333333332,0.13053400273847557
19187,22527576.315789472,0.20610379675484156
19189,19853100.0,0.21554530656538254
19191,27840550.0,0.2758087097487289
19193,22644819.626168225,0.2168072909462554
19195,18717850.0,0.1527464258841234
19197,26579138.46153846,0.16993755575379127
20001,20918523.076923076,0.18321566841266226
20003,23872028.57142857,0.19171177898077282
20005,22283006.25,0.199065511535092
20007,19989283.333333332,0.18696549690356826
20009,22757006.666666668,0.16702426142927876
20011,18896706.25,0.21731855260405772
20013,20539681.818181816,0.20074906367041198
20015,43366373.809523806,0.2860522287675681
20017,15533175.0,0.24266247379454928
20019,13039416.666666666,0.18282548476454294
20021,19347238.095238097,0.18473218051455081
20023,18097725.0,0.2456326098464796
20025,24739800.0,0.28754208754208754
20027,26523166.666666668,0.25017265193370164
20029,17056983.333333332,0.20247867374859166
20031,31846562.5,0.2114026236125126
20033,14854733.333333334,0.20089619118745333
20035,23909860.606060605,0.1936723453311131
20037,22561938.23529412,0.28353827170999446
20039,21070500.0,0.26165205353022614
20041,24775610.52631579,0.1947672239298298
20043,18613420.0,0.1687984496124031
20045,48243180.0,0.4970013512897985
20047,19771425.0,0.18225419664268586
20049,11608640.0,0.1678115799803729
20051,30275644.0,0.3413450559488468
20053,24657300.0,0.19693370762254372
20055,27665156.666666668,0.18542585286609423
20057,27428912.0,0.17804841970317045
20059,26779539.13043478,0.19918627277551743
20061,29163144.0,0.204381049414162
20063,24606266.666666668,0.22439526505404014
20065,17730625.0,0.25450798557444615
20067,26652942.85714286,0.15185264510601842
20069,22154442.85714286,0.19187898089171976
20071,15191150.0,0.2958715596330275
20073,16585611.111111112,0.17663880334359877
20075,27789650.0,0.16283524904214558
20077,21124628.57142857,0.19683872561126203
20079,32040248.14814815,0.27678649142658196
20081,22265250.0,0.17661290322580644
20083,63579300.0,0.25722543352601157
20085,31335290.90909091,0.20432263814616755
20087,32727586.666666668,0.20569692366122294
20089,17616350.0,0.1530566711289603
20091,62985281.08108108,0.5358074615183929
20093,29828533.333333332,0.14256947241240436
20095,23910722.222222224,0.23474436503573393
20097,15142450.0,0.2732805842970176
20099,20169327.272727273,0.17999432865447326
20101,17694500.0,0.2126387702818104
20103,43006370.0,0.30055200738521826
20105,19227225.0,0.19211370930765703
20107,26677150.0,0.1598624196201585
20109,25344966.666666668,0.1833855799373041
20111,24252429.032258064,0.26671333566678335
20113,28656906.896551725,0.2832728372655777
20115,20395214.285714287,0.22750505170569357
20117,24311136.363636363,0.17882486517172863
20119,25604275.0,0.21992145662263476
20121,32356786.666666668,0.24703683442742524
20123,24046685.714285713,0.25713617220402435
20125,19822681.08108108,0.17589648472001412
20127,17492525.0,0.1681544028950543
20129,21702933.333333332,0.1431503335043612
2013,20077700.0,0.11944990176817288
20131,29491877.777777776,0.21781004593273076
20133,19878450.0,0.18877881677622443
20135,21222750.0,0.2014519056261343
20137,22773880.0,0.13794808405438813
20139,27004413.333333332,0.19943718228031954
20141,25279700.0,0.20986281053021877
20143,26286916.666666668,0.2148219907968031
20145,22639457.14285714,0.223673792557403
20147,19288628.57142857,0.22336227308603
20149,41198566.666666664,0.31995277449822906
20151,26767100.0,0.25458280657395704
20153,23200966.666666668,0.2386961093585699
20155,25740548.275862068,0.19188566159520518
20157,17242528.57142857,0.20975472230053566
20159,20459154.545454547,0.22382445141065832
2016,38436566.666666664,0.15699494341439924
20161,36556387.234042555,0.4602287985391267
20163,25478620.0,0.24262475875379103
