census_tract,exp_distance,exp_area,corr,p
36085000300,9.981968555258824,1.0185620455164113,0.36811108883597127,1.7077763339180651e-301
36085000600,9.994465259107574,1.1271132719466053,0.4841805368085847,0.0
36085000700,9.916849136283844,1.0044735772920248,0.40010105315342576,0.0
36085000800,9.993172600168094,1.74120216876711,0.5284631080410858,0.0
36085000900,9.877159370054109,1.0173114345799235,0.45205827663971104,0.0
36085001100,9.98796160231879,1.0129365874071823,0.50183806705191,0.0
36085001700,9.942262521959805,1.0101836832437954,0.41019027710777595,0.0
36085001800,9.992807851041334,1.9758216702412172,0.33358774154860005,1.113864815329428e-244
36085002001,9.976316086622155,1.8084889949748089,0.4869974072465801,0.0
36085002002,9.937342271405218,1.4535506604706114,0.4885943679477109,0.0
36085002100,9.999585299367212,1.167275443274022,0.5184817031032937,0.0
36085002700,9.988811411531096,1.4971455793888993,0.3823778026318325,0.0
36085002900,9.957355273869792,1.1721930384391825,0.5407902196859096,0.0
36085003300,9.926619505348313,1.1405949648814584,0.40164958506124215,0.0
36085003600,9.977279921940855,1.7494769642788128,0.5090756170471512,0.0
36085003900,9.997171305726567,1.0517860771762462,0.30039896134272076,1.4481535846684165e-196
36085004000,9.980484609019399,1.138455431058972,0.5085542116164616,0.0
36085004700,9.959126899620166,1.0627985938997568,0.4525544551947069,0.0
36085005000,9.96140965501948,1.0429163150443657,0.506239305270005,0.0
36085005900,9.959019604590793,1.1520080325315547,0.4052521240423577,0.0
36085006400,9.984817310485596,1.1368874972391865,0.5458520708232406,0.0
36085006700,9.95471521292231,1.0658649366384694,0.31213766252482233,6.982698814679984e-213
36085007000,9.987158955981542,1.3814764728067956,0.6154666370589708,0.0
36085007400,9.996578401308867,1.3899474440568935,0.5598890099789707,0.0
36085007500,9.923687911843004,1.0652556783478175,0.41650243824175887,0.0
36085007700,9.926603722711654,1.1041378371208168,0.38421160630087925,0.0
36085008100,9.480828261664186,1.0057330919490823,0.3298195382606815,6.635648670023515e-239
36085009601,9.996194715518826,1.456571202889549,0.44744872141582204,0.0
36085009602,9.988639795256816,1.519052996145227,0.5059549498472276,0.0
36085009700,9.854499360075536,1.0176827034680471,0.3721692465779337,1.1932168443450004e-308
36085010500,9.802401639778076,1.002205981632656,0.47779245603606174,0.0
36085011201,9.990423506470755,1.6853963348659562,0.5756346367634991,0.0
36085011202,9.981381398820915,1.6038668039374926,0.620506673180498,0.0
36085011401,9.999491340046674,1.6545257049537838,0.44328075965833824,0.0
36085011402,9.967825314855268,1.391760361835722,0.5981966608219862,0.0
36085012100,9.991115273091836,1.1379087578302318,0.387301412230697,0.0
36085012200,9.974506026468347,1.4556122369240754,0.5558459047131276,0.0
36085012500,9.875450637219757,1.012121746512129,0.3829956730257367,0.0
36085012804,9.98260863236932,1.6208664420655339,0.7125081922185496,0.0
36085012805,9.963355696386174,1.3853873637824492,0.6667934296747151,0.0
36085012806,9.98468033430926,1.5958651476040089,0.7354736189352444,0.0
36085013201,9.930154189415042,1.0390676175725133,0.6202360558783095,0.0
36085013203,9.965965964015467,1.171025606150181,0.6636853976811927,0.0
36085013204,9.979313660803683,1.23831973125575,0.6512199892238365,0.0
36085013301,9.973535076431652,1.0058183601171038,0.33448540694787726,4.5605841651043165e-246
36085013302,9.89971400625194,1.0083138569493144,0.36489277681586496,6.825717843085974e-296
