census_tract,exp_distance,exp_area,corr,p
36085000300,4.996494272072056,1.0141823803148355,0.23242098459669328,2.948546948129726e-116
36085000600,4.96754731763253,1.024310200182871,0.2704885646920386,2.5398221325667645e-158
36085000700,4.996706787296635,1.0280205619298322,0.272509000982364,9.302008470480825e-161
36085000800,4.9862682330573165,1.0696161886543152,0.2785534735929933,3.58529415312281e-168
36085000900,4.996496602245969,1.0144070302673214,0.31350722388407276,7.780782096837301e-215
36085001100,4.940271498310491,1.030545827040278,0.3282411916995235,1.646634560202577e-236
36085001700,4.959262822884071,1.0065717452324243,0.2738514713570165,2.1788565233229641e-162
36085001800,4.9992380772167095,1.3257611514419416,0.19236828757433502,1.4761998474727494e-79
36085002001,4.9922356634940215,1.0123013283362248,0.2603006131193944,2.354887756976948e-146
36085002002,4.975005370333292,1.0200821579490373,0.3043558543841021,5.556656274019698e-202
36085002100,4.990382066084237,1.0270877233837794,0.3003101699378159,1.9115004875866243e-196
36085002700,4.972427608540987,1.009695214311838,0.22835376876508914,3.4897572867312995e-112
36085002900,4.94402260186974,1.058944548094857,0.3483697782860785,3.9263516703183314e-268
36085003300,4.994988617229609,1.017081866542803,0.27528709657610506,3.841203759005499e-164
36085003600,4.993943766903733,1.0134715869990671,0.28845278869550833,1.0024329601473824e-180
36085003900,4.942857957274406,1.1299874767105464,0.21509366833360807,1.8746334150227676e-99
36085004000,4.993099400844159,1.0085719253843948,0.3363685636596689,5.400709562843491e-249
36085004700,4.999226263087785,1.026432354972517,0.29090799627972835,6.422433139919141e-184
36085005000,4.991825722889953,1.016412682435984,0.29844710513053696,6.327037503437237e-194
36085005900,4.914802159978574,1.0535111943316267,0.29079565116475253,9.005730514200339e-184
36085006400,4.9817925734906225,1.014573799390714,0.331754051588947,7.367226458263775e-242
36085006700,4.9499217576092605,1.0059370708281996,0.22016466509875202,3.1867007313196116e-104
36085007000,4.9700018806998685,1.0587016410698382,0.3878236884234035,0.0
36085007400,4.988966401801957,1.053966897120354,0.32141633696786737,2.5600353796502985e-226
36085007500,4.99542411766568,1.0109524933779,0.29476008908774654,5.40619622031418e-189
36085007700,4.999182531866939,1.0624266933158424,0.235078791561004,5.817718907559713e-119
36085008100,4.991236454799907,1.0025704439913312,0.27698136799875256,3.1698389461850036e-166
36085009601,4.97128067544233,1.032310013865139,0.2886972881920921,4.835929099867705e-181
36085009602,4.984980148173648,1.0072090725055425,0.33743742799241405,1.1539624963342096e-250
36085009700,4.919377450463671,1.010594496656502,0.27696870946105384,3.2859307282539796e-166
36085010500,4.967737125782897,1.0042119211467941,0.36576874377321944,2.0693502047962783e-297
36085011201,4.985615299117654,1.0581067088660703,0.3621657677586511,3.392338061340541e-291
36085011202,4.985095337997528,1.1467659384297875,0.36136325086963184,8.013749207375781e-290
36085011401,4.9891247586215215,1.0096301042924303,0.28903573994788984,1.7608973020228902e-181
36085011402,4.996230603191467,1.017791641081569,0.37077538422216694,3.5168211499495815e-306
36085012100,4.994115583716411,1.03571314865113,0.2727228865999529,5.12208950165265e-161
36085012200,4.976437685823296,1.0046152736366132,0.34306598306455915,1.4341892199238815e-259
36085012500,4.981124300842307,1.0521809906852475,0.30691556782439383,1.5696677828959632e-205
36085012804,4.999443922326321,1.0519157061987663,0.43890894566070576,0.0
36085012805,4.9973535325542535,1.0350395988559384,0.45254904354137776,0.0
36085012806,4.989631587249445,1.1285159901682427,0.44044422666090033,0.0
36085013201,4.997999842205708,1.0079650644736162,0.4326146018613584,0.0
36085013203,4.977974869520075,1.0023729580104614,0.4263101510458094,0.0
36085013204,4.988300427388616,1.0106251258454577,0.4657458643770102,0.0
36085013301,4.883874493000704,1.0204989977410932,0.21865291685637542,8.668991970602931e-103
36085013302,4.997738317668805,1.063597896844957,0.27045886854367407,2.75711230973207e-158
36085013400,4.997457581295407,1.0568042847242864,0.4393661660349353,0.0
36085013800,4.983435695022969,1.0234244792187113,0.41412850837574816,0.0
36085014100,4.8604264796919665,1.0434632786803562,0.3318765770256214,4.78020847850233e-242
36085014604,4.9943304697038435,1.0089918984182447,0.4181303880880984,0.0
36085014605,4.9809437554497755,1.0576535408373005,0.32531470769233695,4.160299359581473e-232
36085014606,4.9960081116128165,1.0570295599247075,0.3776899279293977,1.49759e-318
36085014607,4.995704354552416,1.0103517491426715,0.3953301332705248,0.0
36085014608,4.963936671622761,1.026760255929787,0.3761222501173751,1.015516995e-315
36085014700,4.975238729621374,1.0043468313856607,0.2570005982779126,1.3667164956613275e-142
36085015100,4.992719453810732,1.0090945944859762,0.3169571947929032,8.41758359438708e-220
36085015601,4.994225768310123,1.0098956866991884,0.3935483964841537,0.0
36085015602,4.980858938722314,1.0054404642306487,0.40520959876376,0.0
36085015603,4.965306845351236,1.0075195452746932,0.49488986351907244,0.0
36085016901,4.9633307885655995,1.0517513128461218,0.303842948942864,2.8291192632976525e-201
36085017005,4.972336377888212,1.028281815576122,0.42430768049851614,0.0
36085017007,4.982801401300037,1.0165382216492738,0.3383093481996099,4.951763886759233e-252
36085017008,4.973205076220307,1.0194281471684086,0.3786753938644886,2.4407e-320
36085017009,4.964557782174687,1.00229243282309,0.34024152813429237,4.453534825476226e-255
36085017010,4.969313186591208,1.0004638421873615,0.2909530369987567,5.608139908682699e-184
36085017011,4.988769615128902,1.010695941942764,0.3950100203467006,0.0
36085017012,4.968232579053552,1.000155735420936,0.41424262866549055,0.0
36085017300,4.984663555672899,1.0011164203459515,0.2495229647803052,2.899924407106261e-134
36085017600,4.95041589914797,1.0040860819196311,0.40992689677842264,0.0
