census_tract,exp_distance,exp_area,exp_poi_diversity,exp_poi_count,corr,p
36005003300,99.32080528205881,2.5076964138796143,1.1694552316188265,12.206992236097221,0.1875691627174741,1.184935425118646e-75
36005003500,84.5867279630337,4.395415919389237,17.655716963317815,2.725196181507897,0.029031009809042666,0.004742826625705276
36005003700,86.96752429955711,3.759353075020954,2.9427652965457014,1.8430134617890417,0.1313349165156672,1.1346122153525683e-37
36005003800,98.35703869652446,1.0296635622220407,27.399914214443484,12.309647386572806,0.0027715803759632055,0.7875064185045669
36005003900,80.34058772076853,4.1814492053071035,5.762280421219145,3.339722185925325,0.26437888654875363,4.576409931480434e-151
36005004001,72.61978141288193,4.592877237695745,1.2580655844716944,1.8055788443230085,0.3255374409796966,2.0422635325303975e-232
36005004100,29.040581455838606,1.7240382809429775,1.3894852565329074,4.218500733819189,0.24510145357301583,1.8571439294136563e-129
36005004200,63.97475508992807,1.8441543779653102,4.704776620172083,6.203382359739862,0.4281482267350168,0.0
36005004300,74.82501838396246,5.105474163006534,1.8029851414257791,5.177728829718603,0.3037557051600259,3.915469374201629e-201
36005004400,92.90615242373337,2.474456641042053,6.512188803793606,4.912129359368691,0.14386474321383896,6.253517012945359e-45
36005004600,98.09653800659044,5.142958774192834,4.843331148096013,10.250972259656692,0.002284303595772952,0.8241894677364685
36005004800,93.48924755312817,3.9325709468059884,1.5116299391219172,12.868605444347526,0.09619253963568056,6.791618169264269e-21
36005005001,78.3103822552614,2.757425122955226,1.5994704939986377,6.102689602325313,0.7700368281289178,0.0
36005005002,90.42355198399491,4.817513256241682,4.988314682125065,2.3532962811725042,0.25733423511325576,5.923093182250099e-143
36005005100,88.04752144189342,1.3972174167058427,7.85010840298753,3.9439253036521222,0.14418693511996122,3.9856335060620126e-45
36005005200,25.958671333270843,2.2964646313537287,3.8954808937602365,1.8724433626970836,0.06456159339645458,3.2683388809651173e-10
36005005300,45.86064796919544,10.753625646666933,1.795623805746004,1.842599916031645,0.016234690718565394,0.11433468650119306
36005005400,64.9130187006981,2.5389563255382654,3.304692960777288,1.484904246438191,0.5728047171121031,0.0
