cbg,exp_distance,exp_area,exp_poi_diversity,exp_poi_count,corr,p
360610137005,33.81975961460137,5.789637371237802,7.655563726387751,1.0174624876321587,0.08367845223264207,3.5667399034638346e-16
360610137006,34.99693288039472,1.3410732085989139,1.709888420904548,1.9698901515176601,0.26830200998717374,1.0814393123361756e-155
360610138005,26.477501762400493,4.2158964791242965,2.3490467682919416,1.8393819855940876,0.0011783878056988316,0.9087590615809635
360610138006,28.219718755148023,1.1370315947270768,1.7131026674589123,1.953747684099568,0.0788186928247372,1.6229494342308807e-14
360610138007,25.109574418667194,3.0259950421628403,3.095027866959555,2.537010077356655,0.024213577743589933,0.018511123320614192
360610138008,33.03796263109937,1.8281990401875172,3.4633156177235094,2.187453754292712,0.34973282937702266,2.4818101495399485e-270
360610138009,38.94470977859177,3.3406410951385794,8.010852406132813,1.2127908563184064,0.20388833852344598,2.468853862755605e-89
360610139004,38.15026009320157,34.85611300502478,8.031837616781388,3.7161084978130248,-0.00014950278888717258,0.9883992734097437
360610139005,38.1994203281128,36.82539892726272,1.4684743458558955,2.053179252617575,-0.00014950195995767427,0.9883993377250573
360610139006,7.452587713770853,2.299474952376741,1.3870643671096872,1.8514700912867568,0.004154609851670599,0.6861703800818233
360610139007,38.39195518346398,32.96023576551708,2.6580165699047313,1.5311876851222637,-0.00025899981127845006,0.9799042264768479
360610144012,19.356660928996405,3.892815702316682,1.4146296880966815,1.1013520726522472,0.0025934842838149087,0.8008638540612513
360610144013,39.730257580208985,2.1537355512937353,7.261279676622621,2.3837250966967645,0.0008609052717322497,0.9332733283899525
360610144014,32.776012763495245,5.5318089643095405,1.4862463550647078,2.426338670969983,0.01274562361096483,0.2151146187788885
360610144023,29.802334445318365,2.460703718324666,2.14937031021978,3.858132328615369,0.009152023576505013,0.3734137796904772
360610144024,1.575867308162941,2.127953320257575,15.730372436063888,2.530025985705448,0.002728978423886705,0.7906960986396366
360610144025,26.243902953821824,1.8076845341880983,1.9244960744527901,1.614644917184819,0.10267768204208598,1.344904387549274e-23
360610145003,39.735531925391285,5.444040789489989,4.80138497242784,1.3723459798614783,0.0090207712071526,0.38030670055405974
360610146012,37.20343176733969,1.783289752185084,1.6063995562474607,3.0109920859902104,0.002037290285509478,0.8429382636225775
360610146013,31.748867804491084,1.027693030407761,6.418788451760264,3.346097006328364,0.043696376588780415,2.1214074419940768e-05
360610146014,30.68833000552351,3.6233176024414817,2.605640354292376,1.3212687506469365,0.10185882376894508,3.018243387792571e-23
360610146023,33.77472695326094,1.7571685759372997,5.209799028088526,4.132797039891415,0.03404069346596468,0.0009277031662389881
360610146024,14.588194713967923,1.7977902344435108,2.3509035169351336,2.2772514171400644,0.030125902119454418,0.003383578637522893
360610146025,37.922672011054175,2.451377319767701,1.4770834733369824,3.942426094445679,0.06265595882930709,1.0634266003980326e-09
360610146026,35.14600971396632,5.7922972728749045,3.350440065892329,2.2712104847346666,0.031939080480112944,0.0018898224583361524
360610148012,4.77744216245074,36.52696782892963,37.908000093765736,3.495900370454791,-0.0001831122945178472,0.985791581202573
360610148025,39.4285019475644,1.1411069891148031,1.8399232979539022,3.9793744810041005,0.1732527848394579,1.1906236391801092e-64
360610149003,39.641054268092546,2.067120651452143,8.414926060104065,2.340592224657996,0.005022691151315493,0.6252070527438501
360610149004,38.58502304693688,39.94065202821967,2.4342275847200376,1.798349037830377,-0.00014950198692210563,0.9883993356346341
360610149005,26.6824157049424,4.001462761074919,2.229766998660324,1.8778497426592082,0.000624209114952556,0.9515922771866201
360610150012,31.075114109848414,1.4867554169505866,1.8571437549067582,6.751262018459386,0.00042257505714507785,0.9672181971459908
360610151003,39.912597898858166,20.929431597489984,9.161948716056543,23.74634304025875,0.09565163079183664,1.1207065338408593e-20
360610151004,2.1234614720214893,2.083969186131071,13.229465428238473,29.034787442662946,0.020100755171879675,0.050572113784231355
360610151002,31.054393475031855,3.312401635591044,4.908273299866522,2.9621028575112405,0.008336211401116043,0.41750877948480164
360610152001,26.730014986787555,1.3926595712343186,1.8534083237407515,4.7727691841240585,0.007889855774635237,0.44288031611491474
360610152003,38.64504953109977,39.609242378342145,2.380389512179221,2.075781421630296,-0.0002763735143941095,0.978556516665969
360610152004,36.11479598880723,1.934302162897609,4.717223014776836,2.0142392110959406,0.07730128583248727,5.1056025361822794e-14
360610152005,19.950300690017926,1.5306151501691474,5.85509405683905,1.1748616096708702,0.030888573864133313,0.0026577334497645965
360610153002,37.43661916324376,6.8108860337697195,1.6471700367245319,3.834117833692538,-0.0001446496936126936,0.9887758259556433
360610153004,30.596173886360734,2.3603000898949347,11.197274769324451,3.0756788270159916,0.0007189883136182488,0.9442532845964905
360610153005,17.023135850736423,1.5709661529867134,2.9843584755300627,2.112016291370651,-0.00011740615744312022,0.9908897008955426
360610153006,29.09993741443344,2.1585471514707706,2.979838394676193,1.238375106129638,0.001899326173155025,0.853449606168266
360610154005,29.18255750955529,3.086904978927997,2.9366944800644603,1.4545708075742902,0.08210443770176903,1.258838260479707e-15
360610154006,36.895157226894014,2.362953656426839,4.189914787607364,1.7052953308026702,0.030481332032779074,0.0030253991079847776
360610154007,37.99824945023413,5.067470601784418,5.378447423482866,1.2934588650122967,0.15986382995647566,3.414115607872368e-55
360610154008,30.93567627632035,4.04280072764953,4.097606480845087,1.2693682100365749,0.14057970022970737,5.820511076999155e-43
360610154009,18.525415000132682,1.4771047199207032,4.013336469272929,1.0205208827680678,0.0010990692664025498,0.9148763925765073
360610155002,31.368498908424186,1.7339912552021275,8.869035399192583,1.7896843942964722,0.004475125919503294,0.6633956741034034
360610155003,38.703370884436794,1.1373874610600296,1.8056800617510689,3.5309541847925985,0.0018568179092633647,0.8566936074974882
360610155004,16.48559919454994,7.053660633797108,2.304652083280537,1.118682131471843,-0.00013108481066921823,0.9898283406838326
360610155005,5.6385959402307435,39.526126563310896,37.54972925544918,2.9455844572300975,-0.00013835903302868746,0.9892639231630672
360610155006,39.51173866008247,1.0509191626860286,9.267395422125901,1.273544584087631,0.008738985068224452,0.395366981317354
360610156012,23.322457279282553,2.3290303601787627,1.2142139668599938,2.9183108306930308,0.008532031012770338,0.4066539957985105
360610156013,38.87924506721278,1.3588046522045332,2.6619234103562803,5.672856215885389,0.0013181738315631735,0.8979916382775908
