census_tract,population,poi_count,poi_diversity,poi_per_capita
360610065002,1063,57,9,0.05362182503292568
360610065003,930,75,9,0.08064516130107527
360610065004,1697,38,8,0.02239245728344137
360610065005,987,58,11,0.05876393111448835
360610066001,1200,18,11,0.015000000008333333
360610066002,2021,18,6,0.008906481944581891
360610066003,870,22,6,0.025287356333333334
360610066004,1300,14,7,0.010769230776923077
360610066005,2652,14,9,0.005279034694570136
360610066006,968,12,6,0.012396694225206612
360610066007,682,2,1,0.0029325513343108505
360610066008,564,15,9,0.02659574469858156
360610066009,1289,7,5,0.005430566338246703
360610067001,1380,81,15,0.058695652181159415
360610067002,1620,63,12,0.03888888889506173
360610067003,838,43,6,0.05131264917661098
360610067004,1433,33,9,0.023028611311933008
360610068001,595,73,20,0.12268907564705882
360610068002,809,51,14,0.06304079111248455
360610068003,1075,24,10,0.022325581404651164
360610068004,2061,20,8,0.009704027176128093
360610068005,1354,28,5,0.020679468249630725
360610068006,1742,37,7,0.0212399540815155
360610069001,2442,28,13,0.011466011470106471
360610070001,2159,44,11,0.020379805470125058
360610070002,822,35,8,0.04257907543795621
360610070003,1608,32,8,0.019900497518656718
360610070004,740,8,6,0.010810810824324325
360610070006,1297,18,5,0.013878180424055513
360610071001,965,33,12,0.03419689120207254
360610071002,1735,15,6,0.008645533146974064
360610071003,637,48,13,0.07535321822605966
360610071004,1512,32,9,0.02116402117063492
360610071005,1189,46,14,0.038687973095037846
360610072001,824,10,7,0.012135922342233011
360610072002,1142,52,18,0.045534150621716285
360610072003,1054,41,11,0.03889943074952562
360610072004,1122,34,9,0.03030303031194296
360610072005,1724,44,15,0.02552204176914153
360610072006,340,23,6,0.06764705885294117
360610072007,796,9,4,0.011306532675879399
360610073001,854,18,10,0.02107728338407494
360610073002,671,18,6,0.026825633397913565
360610073003,1541,33,7,0.021414665807916938
360610073004,1418,50,8,0.035260930895627644
360610073005,627,4,2,0.0063795853429027116
360610073006,733,32,5,0.04365620738062756
360610074001,1070,161,27,0.15046728972897197
360610074002,1435,114,20,0.07944250871777003
360610074003,1370,111,27,0.08102189781751824
360610075001,1664,21,8,0.012620192313701924
360610075002,1483,9,4,0.006068779507754552
360610075003,1014,36,6,0.03550295858974359
360610076001,1531,286,30,0.18680600915088177
360610076002,449,88,22,0.19599109133630288
360610077001,1057,67,13,0.0633869441911069
360610077002,855,13,4,0.015204678374269007
360610077003,1615,60,15,0.03715170279256966
360610077004,1362,16,6,0.011747430256975038
360610077005,983,12,1,0.012207527985757884
360610078001,1272,28,7,0.022012578624213838
360610078002,630,16,7,0.025396825412698415
360610078003,517,7,3,0.013539651856866538
360610078004,1047,26,5,0.024832855787965617
360610078005,681,34,6,0.04992657857562408
360610078006,2197,33,6,0.015020482480655439
360610078007,1651,19,9,0.011508176868564507
360610079001,830,68,12,0.08192771085542168
360610079002,1242,5,5,0.004025764903381642
360610079003,1163,17,4,0.014617368882201205
360610079004,1046,35,8,0.03346080306883365
360610080001,687,76,21,0.11062590976710333
360610080002,994,151,28,0.15191146882293763
360610080003,445,14,6,0.031460674179775286
360610080004,1706,33,7,0.019343493558030483
360610080005,1327,22,8,0.016578749065561418
360610081001,2139,28,13,0.013090229083683964
360610081002,1687,41,10,0.024303497338470658
360610081003,786,5,4,0.006361323167938931
360610081004,1513,16,6,0.010575016530072704
360610081005,1420,22,6,0.015492957753521127
360610081006,625,42,12,0.067200000016
360610082001,1259,331,35,0.26290706911040507
360610082002,996,56,14,0.056224899608433736
360610082003,1003,49,9,0.04885343969092722
360610083001,915,31,8,0.03387978143169399
360610083002,1120,52,15,0.0464285714375
360610083003,1959,79,11,0.04032669729964267
360610084001,0,16,5,1e-08
360610084002,2065,216,32,0.10460048426634383
360610086011,1438,21,5,0.01460361614047288
360610086012,1390,6,4,0.004316546769784172
360610086021,0,1,1,1e-08
360610086031,1439,9,4,0.006254343300903405
360610086032,773,5,3,0.00646830531694696
360610086033,556,5,3,0.008992805773381294
360610086034,1294,15,10,0.011591962913446678
360610087001,3027,54,22,0.0178394449983482
360610087002,856,26,7,0.03037383178738318
360610087003,1314,22,9,0.016742770175038054
360610087004,1035,13,6,0.012560386483091789
360610087005,776,20,5,0.02577319588917526
360610088001,710,107,25,0.15070422536619718
360610088002,1448,14,6,0.009668508294198895
360610088003,1341,7,6,0.00521998509321402
360610088004,793,3,2,0.0037831021563682217
360610088005,926,10,7,0.010799136079913608
360610088006,936,4,4,0.004273504284188034
360610088007,686,4,3,0.005830903804664723
360610089001,753,16,5,0.021248339986719787
360610089002,1294,24,9,0.0185471406568779
360610089003,1318,14,7,0.010622154787556905
360610089004,899,11,6,0.012235817586206897
360610089005,1104,12,8,0.010869565226449275
360610090001,1492,76,20,0.05093833780831099
360610090002,1369,12,8,0.008765522286340395
360610090003,1150,29,13,0.02521739131304348
360610090004,1599,23,10,0.014383990000000001
360610090005,615,35,13,0.05691056912195122
360610090006,1535,16,11,0.0104234527752443
360610091001,2688,146,28,0.05431547619419643
360610091002,2083,23,12,0.011041766687469996
360610091003,829,28,10,0.03377563330518697
360610091004,802,37,12,0.046134663354114716
360610092001,1701,420,38,0.24691358025279248
360610093001,1419,6,5,0.004228329816772375
360610093002,1263,36,12,0.02850356295328583
360610093003,1086,10,5,0.009208103139963168
360610093004,1198,12,8,0.010016694499165276
360610093005,894,17,6,0.019015659966442954
360610093006,3319,3,2,0.0009038867158782766
360610093007,833,14,7,0.016806722701080433
360610094001,44,294,27,6.681818182045455
360610095001,1697,172,31,0.10135533294637596
360610095002,1635,98,23,0.0599388379266055
360610096001,119,338,40,2.8403361345378153
360610097001,1937,12,7,0.006195147139907074
360610097002,954,11,7,0.011530398333333334
360610097003,854,1,1,0.0011709601990632318
360610097004,1441,12,5,0.008327550319222762
360610098001,1130,34,7,0.0300884955840708
360610098002,367,61,17,0.16621253408719347
360610098003,1419,63,11,0.044397463009161385
360610098004,1146,15,6,0.013089005244328098
360610098005,750,21,8,0.028000000013333335
360610098006,1920,25,9,0.013020833338541668
360610098007,552,12,5,0.02173913045289855
360610099001,5310,201,29,0.03785310734651601
360610100001,440,121,15,0.27500000002272723
360610100002,1336,193,26,0.1444610778517964
360610101001,1189,280,42,0.23549201010092516
360610102001,180,325,28,1.8055555556111111
360610103001,1797,90,30,0.05008347245965498
360610104001,914,276,33,0.30196936543763675
360610106011,638,14,3,0.02194357368338558
360610106012,1243,7,6,0.005631536613032985
360610106013,1506,12,6,0.007968127496679947
360610106014,1289,17,6,0.01318851823894492
360610106015,1393,9,5,0.006460875814788228
360610106016,1070,4,3,0.00373831776635514
360610106021,1334,18,5,0.013493253380809596
360610106022,2088,61,11,0.029214559391762453
360610106023,1036,5,3,0.004826254835907336
360610108001,723,17,6,0.02351313970954357
360610108002,1481,11,7,0.007427413916272789
360610108003,1415,16,5,0.011307420501766785
360610108004,1010,9,5,0.008910891099009902
360610108005,1314,18,6,0.013698630144596652
360610108006,1120,44,14,0.03928571429464286
360610108007,1969,57,14,0.028948704931437277
360610109001,147,361,43,2.4557823129931973
360610110001,1239,28,6,0.0225988700645682
360610110002,991,10,4,0.01009081736629667
360610110003,1968,41,13,0.020833333338414636
360610110004,897,8,6,0.008918617625418061
360610110005,714,20,9,0.02801120449579832
360610110006,1690,35,10,0.020710059177514794
360610111001,2653,151,33,0.056916698081417263
360610111002,887,18,8,0.02029312289740699
360610111003,1494,17,10,0.011378848734939759
360610112011,837,166,22,0.19832735962962963
360610112021,257,83,20,0.32295719848249027
360610112031,921,63,15,0.06840390880564604
360610112032,285,135,18,0.47368421056140353
360610113001,120,305,38,2.54166666675
360610114011,701,124,16,0.1768901569329529
360610114012,494,69,15,0.1396761133805668
360610114021,1283,55,14,0.042868277482462976
360610114022,843,119,19,0.14116251483985764
360610115001,1522,140,27,0.09198423128120894
360610115002,1858,32,10,0.01722282024219591
360610116001,1556,395,15,0.25385604113753213
360610116002,1077,6,4,0.005571030649953575
360610116003,688,6,4,0.008720930247093023
360610117001,3954,35,15,0.008851795652503793
360610118001,1585,6,3,0.0037854889652996844
360610118002,1140,9,3,0.007894736850877195
360610118003,638,16,7,0.025078369921630095
360610118004,1515,39,13,0.025742574264026402
360610118005,661,17,7,0.025718608184568836
360610118006,1642,16,9,0.009744214378806335
360610118007,1239,8,4,0.006456820024213075
360610118008,590,26,9,0.04406779662711865
360610119001,349,105,20,0.30085959888252145
360610119002,647,77,13,0.11901081918083461
360610120001,430,16,7,0.03720930234883721
360610120002,685,20,7,0.029197080306569343
360610120003,728,26,9,0.03571428572802198
360610120004,1661,51,12,0.03070439494882601
360610121001,1569,63,18,0.040152963677501596
360610121002,2547,16,7,0.006281900278759325
360610121003,560,21,4,0.037500000017857145
360610121004,847,40,6,0.04722550178276269
360610121005,1146,44,3,0.03839441536649215
360610121006,1248,23,5,0.0184294871875
360610122001,700,33,10,0.04714285715714286
360610122002,868,12,6,0.013824884804147466
360610122003,487,15,7,0.030800821375770022
360610122004,1070,30,6,0.028037383186915888
360610124001,1413,21,8,0.01486199576079264
360610124002,1808,14,7,0.007743362837389381
360610124003,1789,25,6,0.013974287316936836
360610124004,1316,24,6,0.018237082074468086
360610124005,873,69,4,0.07903780069873997
360610124006,1925,24,7,0.012467532472727274
360610124007,845,9,2,0.010650887585798817
360610124008,331,58,4,0.17522658613293052
360610125001,1020,137,21,0.1343137255
360610125002,1481,69,16,0.04659014180283592
360610126001,3609,36,8,0.009975062346910502
360610126002,950,7,4,0.007368421063157895
360610126003,1269,16,6,0.01260835304176517
360610126004,1989,18,9,0.009049773760683761
360610126005,1750,18,10,0.010285714291428572
360610126006,1065,8,4,0.00751173709859155
360610126007,969,14,6,0.014447884427244583
360610126008,1057,20,10,0.018921475884578997
360610127001,936,32,10,0.03418803419871795
360610127002,1128,44,8,0.03900709220744681
360610127003,2646,40,11,0.015117157978080121
360610127004,1550,49,12,0.031612903232258065
360610127005,421,17,6,0.04038004752969122
360610128001,1844,46,12,0.024945770070498915
360610128002,976,16,4,0.016393442633196722
360610128003,748,34,7,0.04545454546791444
360610128004,1178,65,8,0.055178268259762304
360610128005,1150,21,10,0.018260869573913045
360610129001,2145,65,22,0.030303030307692304
360610129002,3598,86,28,0.023902167873818787
360610130001,695,26,7,0.03741007195683453
360610130002,1184,35,8,0.029560810819256756
360610130003,819,23,9,0.028083028095238095
360610130004,774,31,10,0.040051679599483206
360610131001,1002,102,15,0.10179640719560877
360610131002,1823,86,18,0.047174986291826655
360610132001,1152,15,6,0.01302083334201389
360610132002,1107,30,6,0.027100271011743452
360610132003,1577,9,4,0.005707038687381104
360610132004,2119,35,15,0.016517225110901368
360610132005,2068,6,5,0.0029013539700193424
360610132006,1253,3,3,0.0023942537988826816
360610132007,818,14,8,0.01711491443765281
360610133001,494,10,7,0.020242915
360610133002,980,51,8,0.05204081633673469
360610133003,961,43,9,0.044745057242455775
360610133004,1402,30,10,0.021398002860199716
360610133005,1033,47,15,0.04549854792836399
360610134001,1031,19,8,0.01842871
360610134002,1017,16,6,0.015732546715830877
360610134003,2049,10,5,0.004880429482674475
360610134004,1078,21,6,0.01948051948979592
360610134005,1419,20,12,0.01409443270613108
360610134006,1821,41,13,0.022515101598023064
360610134007,1534,15,7,0.00977835724250326
360610134008,2571,18,10,0.007001166865033061
360610134009,460,20,5,0.04347826089130435
360610135001,3293,60,18,0.018220467661706652
360610135002,3707,36,17,0.009711356895063394
360610136001,2287,29,6,0.012680367297770005
360610136002,1845,11,7,0.005962059626016261
360610136003,1501,14,6,0.009327115263157895
360610136004,2621,21,12,0.008012209084318963
360610136005,1734,3,3,0.0017301038119953863
360610136006,1721,5,4,0.002905287629285299
360610136007,909,5,2,0.0055005500660066
360610136008,2616,19,6,0.007262996945718655
360610137001,741,29,10,0.03913630230769231
360610137002,319,68,14,0.2131661442319749
360610137003,1386,112,17,0.08080808081529581
360610137004,1657,75,18,0.04526252263729631
360610137005,857,94,19,0.10968494750291714
360610137006,1470,69,19,0.0469387755170068
360610138001,751,17,6,0.02263648470039947
360610138002,2765,20,8,0.007233273059674503
360610138003,898,28,6,0.031180400902004454
360610138004,1679,40,11,0.02382370459201906
360610138005,1379,11,6,0.007976794786076867
360610138006,1827,10,2,0.005473453754789272
360610138007,873,18,7,0.02061855671248568
360610138008,1070,10,7,0.00934579440186916
360610138009,1462,15,8,0.01025991792749658
360610139001,1897,21,7,0.011070110706378493
360610139002,632,16,4,0.02531645571202532
360610139003,1478,27,10,0.018267929641407308
360610139004,1178,13,4,0.011035653658743634
360610139005,1191,17,6,0.014273719571788414
360610139006,1089,20,10,0.018365472920110194
360610139007,1237,108,17,0.08730800324171382
360610140001,1909,25,9,0.013095861712938712
360610140002,2255,36,11,0.015964523286031044
360610140003,771,36,10,0.04669260701686122
360610140004,557,32,9,0.05745062838420108
360610140005,1217,37,10,0.03040262942481512
360610140006,1466,35,7,0.0238744884106412
360610142001,567,10,4,0.017636684320987656
360610142002,940,23,6,0.02446808511702128
360610142003,598,29,8,0.048494983294314384
360610142004,707,27,11,0.03818953325318246
360610142005,565,16,6,0.028318584088495576
360610142006,809,28,6,0.03461063042027194
360610143001,5,25,6,5.000000002
360610144011,1019,5,4,0.004906771354268891
360610144012,1821,8,6,0.004393190560131796
360610144013,1131,8,8,0.007073386392572945
360610144014,1363,11,8,0.008070432876008804
360610144021,1356,18,9,0.013274336290560473
360610144022,923,7,5,0.00758396534127844
360610144023,1061,2,2,0.0018850141470311027
360610144024,2174,15,11,0.006899724015639375
360610144025,1891,8,4,0.004230565843469064
360610145001,1947,54,10,0.027734976892655368
360610145002,1370,16,8,0.011678832124087591
360610145003,1527,47,16,0.03077930583497053
360610145004,621,57,15,0.09178743962962962
360610146011,1061,54,14,0.050895381724787934
360610146012,984,21,6,0.021341463424796748
360610146013,952,30,8,0.03151260505252101
360610146014,1308,15,10,0.01146788991590214
360610146021,1215,5,3,0.004115226345679012
360610146022,1906,14,7,0.007345225608604408
360610146023,1357,12,1,0.00884303611643331
360610146024,746,17,7,0.022788203766756034
360610146025,1175,19,9,0.016170212774468087
360610146026,1332,22,11,0.016516516524024024
360610147001,3384,20,10,0.005910165487588653
360610148011,1479,38,12,0.025693035841784992
360610148012,1685,31,10,0.018397626118694364
360610148021,1668,16,9,0.009592326145083933
360610148022,1580,66,15,0.04177215190506329
360610148023,1439,26,8,0.018068102856150105
360610148024,1386,37,10,0.026695526702741702
360610148025,811,22,10,0.027127003711467326
360610149001,1091,26,12,0.023831347396883595
360610149002,1257,14,7,0.011137629284009546
360610149003,1518,3,1,0.0019762845915678525
360610149004,496,11,7,0.022177419375
360610149005,1504,11,6,0.007313829793882979
360610150011,1060,25,7,0.02358490566981132
360610150012,1062,36,9,0.03389830509416196
360610150021,1736,37,10,0.02131336406105991
360610150022,1446,25,6,0.017289073312586445
360610150023,623,25,6,0.04012841093097914
360610150024,1210,16,7,0.013223140504132232
360610151001,1289,4,2,0.003103180768037238
360610151002,1664,2,2,0.0012019230829326923
360610151003,686,6,4,0.008746355699708455
360610151004,4043,35,14,0.008656937919861489
360610152001,1249,2,2,0.001601281032826261
360610152002,1425,2,1,0.0014035087789473683
360610152003,1679,25,11,0.014889815372245385
360610152004,1051,13,7,0.012369172226451
360610152005,1102,6,6,0.00544464610707804
360610152006,1004,6,4,0.00597609562749004
360610153001,1404,15,8,0.010683760690883191
360610153002,1618,25,13,0.015451174295426452
360610153003,1429,17,10,0.011896431077676697
360610153004,1121,10,6,0.008920606610169492
360610153005,1061,8,7,0.0075400565598492
360610153006,1277,12,5,0.0093970242834769
360610153007,1388,19,6,0.013688760814121037
360610154001,4589,34,13,0.007409021575506647
360610154002,1527,10,6,0.006548788480681075
360610154003,1989,13,8,0.006535947717445953
360610154004,768,6,3,0.007812500013020833
360610154005,2170,8,5,0.0036866359493087563
360610154006,1315,14,5,0.010646387840304182
360610154007,909,8,6,0.008800880099009901
360610154008,730,10,3,0.013698630150684933
360610154009,1505,7,5,0.004651162797342193
360610155001,1571,6,6,0.0038192234309357095
360610155002,1484,6,4,0.0040431266913746634
360610155003,922,5,2,0.005422993503253796
360610155004,991,10,5,0.01009081736629667
360610155006,4559,31,8,0.006799736786576004
360610156011,993,10,8,0.01007049346424975
360610156012,1086,12,9,0.011049723766114182
360610156013,711,25,11,0.035161744036568215
360610156014,2763,9,5,0.003257328993847268
360610156021,2454,17,10,0.006927465366748166
360610157001,736,12,5,0.016304347839673914
360610157002,1032,16,7,0.015503875978682172
360610157003,1314,33,8,0.025114155258751904
360610157004,1047,11,3,0.010506208223495702
360610157005,1132,7,4,0.006183745591872791
360610157006,809,49,16,0.06056860322620519
360610157007,1418,42,14,0.029619181953455573
360610157008,1564,25,8,0.015984654737851663
360610158011,1970,16,6,0.008121827416243656
360610158012,1319,21,9,0.01592115239575436
360610158013,1357,40,7,0.029476787037582903
360610158014,1165,13,9,0.011158798291845495
360610158021,2449,10,8,0.004083299309922418
360610158022,2381,13,6,0.005459890806383873
360610159001,2081,13,4,0.006246996641037963
360610159002,1406,6,4,0.004267425327169274
360610159003,1278,16,5,0.01251956182316119
360610159004,989,7,5,0.007077856430738119
360610159005,1372,15,9,0.010932944613702625
360610159006,835,24,12,0.02874251498203593
360610159007,1185,12,4,0.010126582286919832
360610160011,828,3,2,0.003623188417874396
360610160012,1340,20,6,0.014925373141791045
360610160013,475,21,6,0.04421052633684211
360610160014,1275,16,5,0.012549019615686274
360610160021,1894,28,15,0.014783526932418163
360610160022,1705,21,7,0.012316715548387097
360610161001,1095,20,6,0.01826484019178082
360610161002,863,12,3,0.013904982630359213
360610161003,907,6,5,0.006615215005512679
360610161004,1097,15,8,0.01367365543299909
360610161005,1455,18,6,0.012371134027491409
360610161006,888,8,4,0.009009009020270272
360610162001,1669,3,3,0.0017974835290593169
360610162002,1636,2,2,0.0012224938936430318
360610162004,2372,2,1,0.0008431703246205733
360610162005,1995,9,5,0.004511278200501253
360610163001,1361,1,1,0.0007347538648052902
360610163002,2079,3,2,0.0014430014478114478
360610163003,457,22,10,0.04814004378555799
360610163004,1504,12,8,0.007978723410904255
360610163005,1717,28,11,0.016307513110075715
360610164001,1748,12,8,0.006864988564073227
360610164002,2453,19,8,0.007745617615165104
360610164003,1416,2,2,0.0014124293855932203
360610164004,1643,4,2,0.0024345709129640902
360610165001,1182,14,7,0.011844331649746194
360610165002,1584,33,14,0.020833333339646466
360610165003,1493,13,6,0.008707300743469525
360610165004,931,18,9,0.01933404941997852
360610165005,1235,12,2,0.009716599198380568
360610166001,445,22,8,0.049438202269662924
360610166002,1640,13,7,0.007926829274390245
360610166003,1795,19,3,0.010584958222841227
360610166004,1766,5,2,0.0028312570838052095
360610166005,745,10,6,0.013422818805369129
360610166006,1164,7,4,0.006013745713058419
360610167001,964,6,3,0.006224066400414938
360610167002,1356,4,4,0.0029498525147492625
360610167003,1383,25,11,0.018076644981923354
360610167004,1609,37,14,0.022995649477936607
360610167005,1111,38,13,0.0342034203510351
360610168001,1390,1,1,0.0007194244676258992
360610168002,1804,58,9,0.03215077605875832
360610168003,1487,30,10,0.020174848695359786
360610169001,1119,29,10,0.025915996434316354
360610169002,1616,10,3,0.006188118818069308
360610169003,2175,46,14,0.021149425291954023
360610169004,1130,42,15,0.03716814160176991
360610169005,1189,20,7,0.01682085787216148
360610169006,1276,13,7,0.010188087782131662
360610170001,1712,17,10,0.009929906547897197
360610170002,1400,30,10,0.021428571435714288
360610170003,1326,21,8,0.015837104079939667
360610170005,810,11,3,0.013580246925925927
360610171001,1807,24,9,0.013281682351964582
360610171002,1674,29,9,0.017323775394265235
360610171003,2013,31,6,0.015399900650769996
360610171004,777,1,1,0.0012870012998712997
360610171005,1525,4,4,0.002622950826229508
360610171006,1254,5,3,0.003987240837320574
360610172001,1294,33,16,0.02550231840030912
360610172002,1351,2,1,0.0014803849074759437
360610172003,873,5,3,0.005727376872852233
360610172004,1226,27,10,0.022022838507340946
360610172005,900,17,7,0.0188888889
360610173001,938,24,9,0.025586353955223882
360610173002,1311,9,4,0.006864988565980169
360610173003,1470,17,9,0.011564625857142857
360610173004,979,5,4,0.005107252308478039
360610173005,983,3,3,0.003051882004069176
360610173006,1658,9,7,0.005428226785283475
360610173007,1152,24,7,0.02083333334201389
360610174012,1621,11,8,0.006785934614435534
360610174013,1136,9,7,0.007922535220070423
360610174021,2340,11,4,0.004700854705128206
360610175001,1306,4,2,0.003062787143950995
360610175002,1224,3,2,0.0024509804003267975
360610175003,2154,5,2,0.0023212627715877435
360610175004,1630,12,9,0.007361963196319019
360610175005,1142,9,6,0.007880910691768828
360610175006,1825,24,9,0.013150684936986302
360610175007,982,21,9,0.02138492872708758
360610177001,445,14,6,0.031460674179775286
360610177002,1620,9,3,0.005555555561728396
360610177003,1317,10,6,0.0075930144343204255
360610177004,1593,16,4,0.010043942253609542
360610177005,1032,13,4,0.012596899234496126
360610177006,859,2,2,0.0023282887194412106
360610177007,764,10,7,0.0130890052486911
360610177008,1846,9,4,0.004875406289274107
360610178001,1208,5,4,0.004139072855960265
360610178002,1575,24,13,0.015238095244444446
360610178003,945,20,11,0.021164021174603174
360610179001,1371,2,2,0.0014587892122538294
360610179002,753,3,1,0.003984063758300133
360610179003,1213,2,2,0.0016488046248969497
360610179004,2122,12,7,0.0056550424175306315
360610179005,1125,6,5,0.005333333342222222
360610179006,1701,21,5,0.012345679018224575
360610179007,1236,25,9,0.020226537224919093
360610180001,3009,4,1,0.0013293453007643735
360610180002,2571,24,13,0.009334889152080902
360610180003,1826,28,12,0.015334063532311063
360610181001,1496,18,10,0.012032085568181819
360610181002,1214,9,7,0.007413509069192752
360610181003,2036,14,7,0.006876227902750492
360610181004,1149,9,6,0.007832898181026981
360610181005,1781,12,6,0.006737787765300394
360610181006,1459,10,6,0.006854009602467444
360610182001,1188,13,7,0.010942760951178451
360610182002,850,1,1,0.0011764706
360610182003,1123,46,10,0.04096170971504898
360610182004,1914,6,3,0.0031347962434691745
360610182005,2143,1,1,0.0004666355622958469
360610183001,2189,14,8,0.006395614440383737
360610183002,654,2,1,0.003058103990825688
360610183003,500,1,1,0.00200000002
360610183004,1906,22,11,0.011542497381951731
360610183005,958,12,5,0.012526096043841337
360610183006,720,27,11,0.03750000001388889
360610183007,655,34,13,0.05190839696183206
360610184001,2100,21,10,0.010000000004761905
360610184002,1079,6,3,0.00556070436515292
360610184003,1697,4,2,0.002357100771950501
360610184004,2410,6,6,0.0024896265601659752
360610185001,1226,6,3,0.00489396411908646
360610185002,3011,19,11,0.006310195951511126
360610185003,1022,6,5,0.0058708414970645795
360610186001,2493,2,1,0.000802246293622142
360610186002,3059,12,7,0.003922850608041844
360610187001,2066,1,1,0.00048402711035818005
360610187002,2282,4,4,0.0017528483829973708
360610187003,507,18,8,0.035502958599605526
360610187004,1017,9,5,0.008849557531956737
360610187005,1134,17,7,0.014991181666666667
360610187006,1040,15,7,0.014423076932692309
360610188001,969,12,5,0.012383900939112487
360610188002,1265,21,10,0.016600790521739132
360610188003,1353,38,11,0.028085735410199555
360610188004,1675,13,7,0.007761194035820896
360610189001,1974,6,5,0.0030395136828774063
360610189002,2260,10,6,0.004424778765486726
360610189003,2890,2,1,0.0006920415259515571
360610189004,1494,9,4,0.00602409639223561
360610189005,1622,26,10,0.01602959310110974
360610189006,2699,5,4,0.001852537980733605
360610190001,3260,35,14,0.01073619632208589
360610191001,1845,6,5,0.0032520325257452574
360610191002,1913,7,7,0.0036591740773653948
360610191003,1083,13,8,0.012003693453370268
360610191004,1345,16,10,0.01189591078810409
360610191005,1964,23,5,0.011710794302443992
360610191006,1331,17,8,0.01277235162283997
360610192001,473,10,5,0.021141649069767444
360610192002,2001,2,1,0.0009995002548725638
360610192003,1526,2,1,0.001310615996068152
360610193001,1416,3,2,0.002118644074858757
360610193002,1857,5,5,0.002692514814216478
360610193003,1824,16,6,0.00877192983004386
360610193004,689,10,6,0.014513788113207549
360610193005,2481,11,4,0.004433696094316808
360610193006,1093,26,7,0.023787740173833487
360610194001,2803,3,2,0.0010702818444523724
360610194002,663,12,7,0.018099547526395175
360610194003,1343,13,7,0.009679821303052867
360610194004,1920,16,7,0.008333333338541667
360610195001,1122,10,8,0.008912655980392158
360610195002,1632,11,5,0.006740196084558824
360610195003,1698,21,6,0.01236749117196702
360610195004,1233,21,10,0.017031630178426602
360610195005,1654,12,6,0.007255139062877872
360610196001,1608,6,6,0.003731343289800995
360610196002,1592,18,10,0.011306532669597991
360610196003,1091,47,17,0.04307974336388634
360610197011,749,7,5,0.0093457944058745
360610197021,2228,16,8,0.0071813285502693005
360610198001,2824,28,10,0.009915014167847026
360610198002,0,1,1,1e-08
360610199001,1520,17,5,0.011184210532894737
360610199002,1212,19,8,0.015676567665016503
360610199003,1218,21,7,0.01724137931855501
360610199004,1726,12,6,0.006952491315179606
360610199005,2065,6,4,0.0029055690121065373
360610199006,1272,16,7,0.012578616360062893
360610200001,1708,10,8,0.005854800942622951
360610200002,1770,54,17,0.030508474581920905
360610201011,1813,8,4,0.00441257584666299
360610201021,986,5,2,0.00507099392494929
360610201022,1688,6,2,0.003554502375592417
360610201023,642,2,2,0.003115264813084112
360610201024,1062,1,1,0.0009416195951035781
360610203001,1672,14,7,0.008373205747607656
360610203002,1566,17,4,0.010855683275862069
360610205001,2500,12,5,0.004800000004
360610205002,1540,11,5,0.00714285714935065
360610205003,1148,6,3,0.005226480844947735
360610206001,1578,8,6,0.00506970849809886
360610206002,1564,13,7,0.008312020466751918
360610207011,1636,11,6,0.006723716387530563
360610207012,1743,8,3,0.004589787728055078
360610208001,1833,3,1,0.0016366612165848336
360610208002,2088,6,4,0.0028735632231800764
360610208003,1634,3,2,0.001835985318237454
360610209011,1573,32,15,0.020343293076923077
360610209012,2079,5,1,0.00240500240981241
360610210001,1254,3,2,0.002392344505582137
360610210002,2249,1,1,0.00044464206758559356
360610210003,1787,4,2,0.002238388365976497
360610211001,1830,4,2,0.002185792355191257
360610211002,1045,4,3,0.0038277512057416268
360610211003,1960,26,7,0.013265306127551021
360610211004,1118,4,3,0.0035778175402504473
360610211005,1030,1,1,0.0009708737961165048
360610211006,1943,14,8,0.007205352552753474
360610211007,1050,13,2,0.012380952390476192
360610212001,1903,9,6,0.0047293746768260645
360610212002,46,6,5,0.13043478282608695
360610212003,950,12,7,0.012631578957894738
360610212004,1663,16,9,0.009621166572459412
360610213031,1014,14,5,0.013806706124260356
360610213032,828,5,5,0.006038647355072464
360610213033,2060,5,3,0.0024271844708737863
360610213034,1893,4,4,0.002113048077126255
360610214001,1701,6,5,0.003527336866549089
360610214002,1631,5,4,0.0030656039301042307
360610215001,1080,8,5,0.007407407416666668
360610215002,3048,8,4,0.0026246719192913387
360610216001,2549,15,6,0.005884660655158886
360610216002,997,5,5,0.005015045145436309
360610216003,1099,5,4,0.0045495905459508644
360610216004,1524,13,6,0.0085301837335958
360610216005,2120,3,3,0.0014150943443396226
360610217031,8,7,4,0.87500000125
360610218001,1155,18,8,0.015584415593073594
360610218002,1829,15,8,0.008201202848551121
360610218003,2443,27,13,0.011051985268112977
360610218004,1683,21,9,0.012477718366013073
360610219001,1260,47,15,0.03730158730952381
360610219002,1558,9,7,0.005776636720154044
360610219003,3226,2,1,0.0006199628053316801
360610219004,371,4,3,0.010781671185983827
360610220001,882,5,3,0.00566893425170068
360610220002,1405,10,4,0.007117437729537367
360610220003,577,1,1,0.0017331022703639513
360610220004,1116,15,7,0.013440860224014337
360610220005,1997,5,4,0.0025037556384576863
360610221021,1456,10,4,0.006868131875000001
360610221022,995,15,9,0.015075376894472362
360610222001,1540,42,19,0.02727272727922078
360610222002,1550,27,12,0.01741935484516129
360610223011,1448,13,9,0.008977900559392266
360610223012,2413,17,7,0.007045171989225031
360610223013,2329,18,7,0.0077286389051094894
