ID,Date,Cases_New
10012,2020-05-11,4
10282,2020-05-11,4
11421,2020-05-11,40
11102,2020-05-11,19
11377,2020-05-11,108
10459,2020-05-11,48
11432,2020-05-11,72
11215,2020-05-11,30
11360,2020-05-11,6
11694,2020-05-11,16
10280,2020-05-11,2
11429,2020-05-11,17
11375,2020-05-11,34
11362,2020-05-11,7
10075,2020-05-11,15
10475,2020-05-11,26
10465,2020-05-11,23
11221,2020-05-11,78
11422,2020-05-11,22
11374,2020-05-11,33
11364,2020-05-11,9
11428,2020-05-11,15
11222,2020-05-11,17
10128,2020-05-11,18
11363,2020-05-11,2
10460,2020-05-11,64
10035,2020-05-11,53
11204,2020-05-11,107
11216,2020-05-11,33
10019,2020-05-11,12
10013,2020-05-11,15
11412,2020-05-11,17
10032,2020-05-11,61
10452,2020-05-11,110
10023,2020-05-11,18
11235,2020-05-11,72
10310,2020-05-11,16
10024,2020-05-11,19
10470,2020-05-11,15
10451,2020-05-11,61
11417,2020-05-11,29
10314,2020-05-11,46
11229,2020-05-11,52
10453,2020-05-11,100
11692,2020-05-11,16
11211,2020-05-11,110
11414,2020-05-11,21
10472,2020-05-11,69
11418,2020-05-11,50
10312,2020-05-11,20
11415,2020-05-11,22
11105,2020-05-11,15
11106,2020-05-11,18
11210,2020-05-11,56
11236,2020-05-11,85
10028,2020-05-11,6
11237,2020-05-11,50
11436,2020-05-11,13
11209,2020-05-11,51
10454,2020-05-11,39
11233,2020-05-11,34
11413,2020-05-11,26
11234,2020-05-11,58
10005,2020-05-11,4
11109,2020-05-11,0
11231,2020-05-11,18
10309,2020-05-11,16
11230,2020-05-11,113
10006,2020-05-11,1
10026,2020-05-11,18
11691,2020-05-11,102
10471,2020-05-11,205
10025,2020-05-11,33
10027,2020-05-11,54
11212,2020-05-11,82
10308,2020-05-11,10
11693,2020-05-11,13
11232,2020-05-11,38
10007,2020-05-11,2
11366,2020-05-18,13
10037,2020-05-18,13
11433,2020-05-18,16
11361,2020-05-18,9
11416,2020-05-18,12
11414,2020-05-18,6
11432,2020-05-18,38
11236,2020-05-18,51
10465,2020-05-18,12
11109,2020-05-18,0
11357,2020-05-18,4
10014,2020-05-18,4
10032,2020-05-18,61
10303,2020-05-18,18
10282,2020-05-18,1
11214,2020-05-18,30
11205,2020-05-18,12
10001,2020-05-18,13
10004,2020-05-18,1
10005,2020-05-18,1
11225,2020-05-18,18
10013,2020-05-18,5
10065,2020-05-18,8
11377,2020-05-18,50
11379,2020-05-18,13
10075,2020-05-18,40
11427,2020-05-18,19
11102,2020-05-18,15
10454,2020-05-18,26
11230,2020-05-18,63
10474,2020-05-18,1
11363,2020-05-18,0
11233,2020-05-18,28
11220,2020-05-18,36
11216,2020-05-18,13
11223,2020-05-18,41
11203,2020-05-18,34
10459,2020-05-18,17
11415,2020-05-18,10
11365,2020-05-18,13
11421,2020-05-18,15
11234,2020-05-18,30
11105,2020-05-18,8
10467,2020-05-18,53
10006,2020-05-18,1
11420,2020-05-18,33
10461,2020-05-18,19
11417,2020-05-18,15
10036,2020-05-18,14
11231,2020-05-18,10
11101,2020-05-18,15
10301,2020-05-18,45
11224,2020-05-18,19
10310,2020-05-18,5
11364,2020-05-18,4
11428,2020-05-18,14
10033,2020-05-18,40
11358,2020-05-18,16
10021,2020-05-18,9
10012,2020-05-18,1
10027,2020-05-18,21
11235,2020-05-18,31
11694,2020-05-18,23
10069,2020-05-18,2
10026,2020-05-18,9
11211,2020-05-18,35
10458,2020-05-18,34
10034,2020-05-18,12
11215,2020-05-18,13
10018,2020-05-18,0
11374,2020-05-18,23
10302,2020-05-18,6
10011,2020-05-18,14
10475,2020-05-18,29
10314,2020-05-18,24
11422,2020-05-18,15
10309,2020-05-18,9
11412,2020-05-18,19
11378,2020-05-18,6
11360,2020-05-18,5
11217,2020-05-18,19
11373,2020-05-18,62
11222,2020-05-18,11
11208,2020-05-18,80
10471,2020-05-18,11
10035,2020-05-18,16
10023,2020-05-18,16
10009,2020-05-18,12
11362,2020-05-18,5
11218,2020-05-18,22
11411,2020-05-18,19
10040,2020-05-18,17
11004,2020-05-18,25
10024,2020-05-18,27
10306,2020-05-18,21
10470,2020-05-18,3
11201,2020-05-18,23
10002,2020-05-18,33
10456,2020-05-18,38
11370,2020-05-18,22
11219,2020-05-18,97
11375,2020-05-18,20
10030,2020-05-18,5
11354,2020-05-18,19
10312,2020-05-18,19
10469,2020-05-18,46
11426,2020-05-18,6
11239,2020-05-18,9
11418,2020-05-18,19
11369,2020-05-18,24
11104,2020-05-18,15
11691,2020-05-18,52
10007,2020-05-18,0
11204,2020-05-18,65
11238,2020-05-18,18
10473,2020-05-18,36
10039,2020-05-18,9
10029,2020-05-18,36
11232,2020-05-18,17
11368,2020-05-18,88
10308,2020-05-18,4
10463,2020-05-18,138
10017,2020-05-18,3
10019,2020-05-18,20
10307,2020-05-18,5
11212,2020-05-18,77
11228,2020-05-18,19
10451,2020-05-18,22
11435,2020-05-18,39
10003,2020-05-18,8
10025,2020-05-18,73
10455,2020-05-18,33
11206,2020-05-18,50
11692,2020-05-18,19
11229,2020-05-18,55
11226,2020-05-18,53
11436,2020-05-18,9
11209,2020-05-18,37
10457,2020-05-18,42
10464,2020-05-18,0
10031,2020-05-18,27
11693,2020-05-18,7
11207,2020-05-18,42
10128,2020-05-18,10
11367,2020-05-18,27
10304,2020-05-18,21
10010,2020-05-18,4
10466,2020-05-18,65
11413,2020-05-18,28
10462,2020-05-18,27
10468,2020-05-18,76
10452,2020-05-18,73
11356,2020-05-18,11
11372,2020-05-18,36
11103,2020-05-18,14
11419,2020-05-18,27
11106,2020-05-18,13
10044,2020-05-18,3
11429,2020-05-18,23
10472,2020-05-18,35
11697,2020-05-18,9
11213,2020-05-18,38
10305,2020-05-18,21
10016,2020-05-18,14
10453,2020-05-18,51
10038,2020-05-18,9
11434,2020-05-18,46
10280,2020-05-18,4
11237,2020-05-18,17
10460,2020-05-18,25
11423,2020-05-18,26
11221,2020-05-18,21
10028,2020-05-18,7
11355,2020-05-18,26
11210,2020-05-18,35
11385,2020-05-18,40
10022,2020-05-18,1
11204,2020-05-25,30
10312,2020-05-25,20
11101,2020-05-25,11
10460,2020-05-25,30
11691,2020-05-25,70
11221,2020-05-25,30
11363,2020-05-25,2
10128,2020-05-25,12
10013,2020-05-25,5
11216,2020-05-25,18
11234,2020-05-25,38
10035,2020-05-25,11
10471,2020-05-25,8
11374,2020-05-25,13
11412,2020-05-25,21
10465,2020-05-25,15
11210,2020-05-25,33
10464,2020-05-25,1
11106,2020-05-25,12
10044,2020-05-25,4
11423,2020-05-25,20
10472,2020-05-25,45
10038,2020-05-25,6
10016,2020-05-25,20
11206,2020-05-25,38
11368,2020-05-25,110
11692,2020-05-25,18
11219,2020-05-25,66
11367,2020-05-25,14
11370,2020-05-25,42
11004,2020-05-25,6
10040,2020-05-25,19
11218,2020-05-25,35
10025,2020-05-25,50
11426,2020-05-25,4
10451,2020-05-25,31
10017,2020-05-25,7
10039,2020-05-25,15
10463,2020-05-25,168
10003,2020-05-25,7
11232,2020-05-25,12
11416,2020-05-25,15
11697,2020-05-25,3
10075,2020-05-25,16
10462,2020-05-25,34
11205,2020-05-25,24
10026,2020-05-25,7
11422,2020-05-25,20
10475,2020-05-25,23
11105,2020-05-25,7
10036,2020-05-25,5
11428,2020-05-25,10
11364,2020-05-25,5
11231,2020-05-25,15
10461,2020-05-25,23
11693,2020-05-25,4
11365,2020-05-25,15
10004,2020-05-25,1
11372,2020-05-25,46
11373,2020-05-25,42
10018,2020-05-25,3
10314,2020-05-25,36
11217,2020-05-25,5
11415,2020-05-25,9
10014,2020-05-25,8
10452,2020-05-25,54
11233,2020-05-25,23
10037,2020-05-25,11
11366,2020-05-25,5
11427,2020-05-25,11
10065,2020-05-25,3
10005,2020-05-25,2
10069,2020-05-25,0
11220,2020-05-25,42
10012,2020-05-25,4
11421,2020-05-25,20
10457,2020-05-25,60
11209,2020-05-25,23
10031,2020-05-25,38
10304,2020-05-25,28
10010,2020-05-25,6
10468,2020-05-25,56
11413,2020-05-25,24
11436,2020-05-25,7
11208,2020-05-25,58
11356,2020-05-25,7
11225,2020-05-25,14
10309,2020-05-25,9
11379,2020-05-25,8
10454,2020-05-25,17
11419,2020-05-25,32
10474,2020-05-25,5
11109,2020-05-25,2
11214,2020-05-25,22
11222,2020-05-25,7
11433,2020-05-25,26
11369,2020-05-25,52
10032,2020-05-25,38
11236,2020-05-25,67
11357,2020-05-25,19
11203,2020-05-25,50
11211,2020-05-25,41
10458,2020-05-25,46
10302,2020-05-25,16
10011,2020-05-25,8
11378,2020-05-25,16
10303,2020-05-25,19
11103,2020-05-25,25
11237,2020-05-25,33
11385,2020-05-25,47
11104,2020-05-25,9
10007,2020-05-25,5
11212,2020-05-25,41
10473,2020-05-25,50
11238,2020-05-25,15
10029,2020-05-25,50
10455,2020-05-25,23
10307,2020-05-25,5
11228,2020-05-25,20
11435,2020-05-25,25
10308,2020-05-25,11
11418,2020-05-25,19
10469,2020-05-25,76
11239,2020-05-25,19
10009,2020-05-25,17
11411,2020-05-25,6
10023,2020-05-25,9
11355,2020-05-25,28
10028,2020-05-25,7
11434,2020-05-25,51
11213,2020-05-25,33
11229,2020-05-25,212
10022,2020-05-25,8
10021,2020-05-25,16
10305,2020-05-25,17
11354,2020-05-25,23
10030,2020-05-25,12
11201,2020-05-25,24
10456,2020-05-25,58
10470,2020-05-25,6
10306,2020-05-25,11
11226,2020-05-25,60
10006,2020-05-25,0
10002,2020-05-25,26
10459,2020-05-25,29
10453,2020-05-25,38
10301,2020-05-25,24
10466,2020-05-25,61
10282,2020-05-25,1
11360,2020-05-25,6
10001,2020-05-25,12
11414,2020-05-25,6
11215,2020-05-25,14
10033,2020-05-25,29
11223,2020-05-25,21
11102,2020-05-25,14
11377,2020-05-25,62
11230,2020-05-25,58
11361,2020-05-25,7
11235,2020-05-25,47
11694,2020-05-25,7
10034,2020-05-25,16
11207,2020-05-25,51
11432,2020-05-25,35
10280,2020-05-25,3
10027,2020-05-25,26
11417,2020-05-25,15
11362,2020-05-25,9
11358,2020-05-25,12
11375,2020-05-25,14
11420,2020-05-25,13
11224,2020-05-25,37
10019,2020-05-25,12
10467,2020-05-25,78
10310,2020-05-25,10
10024,2020-05-25,36
11429,2020-05-25,17
10012,2020-06-01,2
11363,2020-06-01,0
11237,2020-06-01,27
11362,2020-06-01,6
10463,2020-06-01,86
11434,2020-06-01,37
11229,2020-06-01,28
11204,2020-06-01,26
11354,2020-06-01,37
11226,2020-06-01,30
10312,2020-06-01,13
10305,2020-06-01,10
11361,2020-06-01,9
10007,2020-06-01,5
11219,2020-06-01,40
10016,2020-06-01,13
10456,2020-06-01,30
11101,2020-06-01,12
11435,2020-06-01,14
10451,2020-06-01,20
10280,2020-06-01,2
10460,2020-06-01,26
10307,2020-06-01,6
10128,2020-06-01,6
10453,2020-06-01,33
11426,2020-06-01,5
11239,2020-06-01,7
11106,2020-06-01,10
11228,2020-06-01,19
11222,2020-06-01,10
11368,2020-06-01,98
10009,2020-06-01,6
10306,2020-06-01,25
10455,2020-06-01,13
11429,2020-06-01,18
10308,2020-06-01,5
11691,2020-06-01,60
10013,2020-06-01,4
11004,2020-06-01,11
11692,2020-06-01,12
11238,2020-06-01,23
11201,2020-06-01,11
10040,2020-06-01,18
11104,2020-06-01,6
10001,2020-06-01,8
11355,2020-06-01,27
11428,2020-06-01,10
11433,2020-06-01,14
11236,2020-06-01,34
11233,2020-06-01,20
11427,2020-06-01,7
10301,2020-06-01,12
10452,2020-06-01,64
11365,2020-06-01,8
10014,2020-06-01,4
11364,2020-06-01,4
11105,2020-06-01,6
10314,2020-06-01,42
10310,2020-06-01,3
11357,2020-06-01,7
11203,2020-06-01,48
11694,2020-06-01,9
10004,2020-06-01,0
10458,2020-06-01,36
10302,2020-06-01,2
11358,2020-06-01,8
10069,2020-06-01,0
10011,2020-06-01,6
10002,2020-06-01,19
10006,2020-06-01,0
10461,2020-06-01,21
11231,2020-06-01,3
11224,2020-06-01,30
11103,2020-06-01,14
11366,2020-06-01,4
11102,2020-06-01,12
11234,2020-06-01,21
10282,2020-06-01,1
10459,2020-06-01,21
10044,2020-06-01,2
11109,2020-06-01,0
11221,2020-06-01,37
11235,2020-06-01,29
10457,2020-06-01,28
11367,2020-06-01,13
10304,2020-06-01,9
11230,2020-06-01,43
10075,2020-06-01,7
11220,2020-06-01,36
10462,2020-06-01,33
11436,2020-06-01,9
11205,2020-06-01,7
11356,2020-06-01,6
11225,2020-06-01,12
11223,2020-06-01,33
10005,2020-06-01,1
10309,2020-06-01,10
11360,2020-06-01,6
10065,2020-06-01,6
10454,2020-06-01,18
11432,2020-06-01,47
10303,2020-06-01,19
10010,2020-06-01,6
11369,2020-06-01,30
11232,2020-06-01,11
10021,2020-06-01,12
10023,2020-06-01,6
11418,2020-06-01,22
11421,2020-06-01,13
11210,2020-06-01,31
11412,2020-06-01,12
10037,2020-06-01,5
10035,2020-06-01,17
10032,2020-06-01,30
10027,2020-06-01,16
10472,2020-06-01,30
10474,2020-06-01,5
11423,2020-06-01,13
11212,2020-06-01,40
11379,2020-06-01,12
10025,2020-06-01,45
10473,2020-06-01,19
11422,2020-06-01,10
10029,2020-06-01,31
11214,2020-06-01,38
11370,2020-06-01,40
10019,2020-06-01,11
11206,2020-06-01,29
11377,2020-06-01,49
11207,2020-06-01,30
10034,2020-06-01,10
11215,2020-06-01,8
11372,2020-06-01,50
11413,2020-06-01,19
11211,2020-06-01,30
11209,2020-06-01,20
10038,2020-06-01,4
10028,2020-06-01,7
10033,2020-06-01,31
10466,2020-06-01,25
10464,2020-06-01,0
11420,2020-06-01,11
11378,2020-06-01,15
11375,2020-06-01,13
10470,2020-06-01,8
10467,2020-06-01,73
11415,2020-06-01,8
10468,2020-06-01,49
11216,2020-06-01,15
11417,2020-06-01,8
11693,2020-06-01,2
10471,2020-06-01,13
11217,2020-06-01,4
10003,2020-06-01,6
10026,2020-06-01,10
11213,2020-06-01,25
10022,2020-06-01,3
10018,2020-06-01,1
11385,2020-06-01,38
10465,2020-06-01,11
10475,2020-06-01,17
10036,2020-06-01,7
11416,2020-06-01,9
11697,2020-06-01,1
11373,2020-06-01,39
10030,2020-06-01,10
11411,2020-06-01,5
11208,2020-06-01,36
10469,2020-06-01,38
10024,2020-06-01,17
10039,2020-06-01,10
10017,2020-06-01,1
11218,2020-06-01,43
10031,2020-06-01,28
11419,2020-06-01,27
11414,2020-06-01,3
11374,2020-06-01,11
10035,2020-06-08,41
10013,2020-06-08,1
11222,2020-06-08,8
10466,2020-06-08,21
10036,2020-06-08,19
11414,2020-06-08,3
11429,2020-06-08,16
11106,2020-06-08,8
11211,2020-06-08,26
11236,2020-06-08,42
11361,2020-06-08,3
11691,2020-06-08,60
11364,2020-06-08,2
10034,2020-06-08,14
10012,2020-06-08,1
11417,2020-06-08,7
11363,2020-06-08,1
11232,2020-06-08,12
10471,2020-06-08,13
10475,2020-06-08,20
11693,2020-06-08,3
10006,2020-06-08,2
10306,2020-06-08,8
11235,2020-06-08,13
11221,2020-06-08,14
10004,2020-06-08,1
11230,2020-06-08,19
10460,2020-06-08,21
11204,2020-06-08,13
10024,2020-06-08,22
10128,2020-06-08,6
11421,2020-06-08,8
11374,2020-06-08,3
10310,2020-06-08,0
11207,2020-06-08,41
11362,2020-06-08,13
10075,2020-06-08,20
11101,2020-06-08,10
10019,2020-06-08,11
10453,2020-06-08,30
10465,2020-06-08,19
10027,2020-06-08,14
11216,2020-06-08,10
11375,2020-06-08,23
10280,2020-06-08,2
11428,2020-06-08,5
10282,2020-06-08,0
10028,2020-06-08,7
10459,2020-06-08,11
11212,2020-06-08,32
10307,2020-06-08,0
11419,2020-06-08,13
10457,2020-06-08,36
11228,2020-06-08,8
10304,2020-06-08,22
10031,2020-06-08,17
10468,2020-06-08,33
10010,2020-06-08,3
10455,2020-06-08,7
10029,2020-06-08,12
11356,2020-06-08,15
11109,2020-06-08,1
11379,2020-06-08,6
11238,2020-06-08,17
11225,2020-06-08,20
10473,2020-06-08,21
11355,2020-06-08,26
11435,2020-06-08,25
10009,2020-06-08,9
11208,2020-06-08,25
11201,2020-06-08,18
11411,2020-06-08,5
10030,2020-06-08,5
11354,2020-06-08,18
10456,2020-06-08,41
11226,2020-06-08,32
11239,2020-06-08,2
10469,2020-06-08,44
10305,2020-06-08,15
10022,2020-06-08,2
11213,2020-06-08,22
11434,2020-06-08,26
11103,2020-06-08,8
11385,2020-06-08,23
10303,2020-06-08,10
11418,2020-06-08,18
11433,2020-06-08,14
10312,2020-06-08,9
11229,2020-06-08,9
11237,2020-06-08,17
11102,2020-06-08,15
10023,2020-06-08,6
11223,2020-06-08,19
10301,2020-06-08,29
10033,2020-06-08,17
11432,2020-06-08,26
11413,2020-06-08,10
11360,2020-06-08,2
11436,2020-06-08,9
11215,2020-06-08,7
10309,2020-06-08,3
11377,2020-06-08,50
11358,2020-06-08,10
11420,2020-06-08,15
11104,2020-06-08,5
10474,2020-06-08,2
10021,2020-06-08,7
11694,2020-06-08,18
10032,2020-06-08,28
10007,2020-06-08,2
11214,2020-06-08,19
11357,2020-06-08,4
11412,2020-06-08,15
10454,2020-06-08,15
11224,2020-06-08,58
10308,2020-06-08,5
10467,2020-06-08,51
10458,2020-06-08,29
10302,2020-06-08,4
10470,2020-06-08,4
11378,2020-06-08,10
10011,2020-06-08,3
11203,2020-06-08,28
10461,2020-06-08,19
11209,2020-06-08,17
10001,2020-06-08,9
11004,2020-06-08,14
10026,2020-06-08,6
10464,2020-06-08,1
10451,2020-06-08,12
11233,2020-06-08,9
10040,2020-06-08,23
10005,2020-06-08,1
11365,2020-06-08,13
10003,2020-06-08,2
11427,2020-06-08,14
11218,2020-06-08,35
11367,2020-06-08,7
10014,2020-06-08,6
11234,2020-06-08,13
10017,2020-06-08,1
10065,2020-06-08,2
11231,2020-06-08,3
11105,2020-06-08,7
11210,2020-06-08,31
10472,2020-06-08,29
10037,2020-06-08,9
11219,2020-06-08,35
10016,2020-06-08,22
11422,2020-06-08,11
11370,2020-06-08,24
11366,2020-06-08,1
11220,2020-06-08,31
11697,2020-06-08,0
10025,2020-06-08,23
11368,2020-06-08,66
11206,2020-06-08,13
10044,2020-06-08,3
10038,2020-06-08,3
11217,2020-06-08,9
11426,2020-06-08,0
10452,2020-06-08,31
11369,2020-06-08,13
10314,2020-06-08,21
10463,2020-06-08,70
10039,2020-06-08,3
11423,2020-06-08,8
11205,2020-06-08,17
11416,2020-06-08,7
10462,2020-06-08,18
10069,2020-06-08,0
11692,2020-06-08,18
11372,2020-06-08,37
10018,2020-06-08,6
10002,2020-06-08,13
11415,2020-06-08,3
11373,2020-06-08,47
10282,2020-06-15,2
10454,2020-06-15,5
10459,2020-06-15,13
10003,2020-06-15,10
10470,2020-06-15,3
11207,2020-06-15,34
10458,2020-06-15,20
10302,2020-06-15,2
11378,2020-06-15,11
10038,2020-06-15,4
11436,2020-06-15,5
11366,2020-06-15,6
10467,2020-06-15,40
10012,2020-06-15,3
10308,2020-06-15,2
10016,2020-06-15,16
11203,2020-06-15,31
11367,2020-06-15,10
11205,2020-06-15,8
10309,2020-06-15,1
10033,2020-06-15,14
10044,2020-06-15,2
11426,2020-06-15,0
11229,2020-06-15,12
10301,2020-06-15,15
10461,2020-06-15,13
10023,2020-06-15,7
11432,2020-06-15,22
10464,2020-06-15,1
11233,2020-06-15,19
11360,2020-06-15,5
11102,2020-06-15,8
11415,2020-06-15,3
10462,2020-06-15,16
11237,2020-06-15,14
10474,2020-06-15,3
10028,2020-06-15,2
11413,2020-06-15,11
11104,2020-06-15,9
11358,2020-06-15,9
11420,2020-06-15,20
11206,2020-06-15,23
11215,2020-06-15,10
11377,2020-06-15,29
10011,2020-06-15,7
10452,2020-06-15,33
11214,2020-06-15,23
11373,2020-06-15,35
11224,2020-06-15,38
11212,2020-06-15,15
11435,2020-06-15,18
11355,2020-06-15,40
11385,2020-06-15,37
11692,2020-06-15,15
11103,2020-06-15,8
10469,2020-06-15,27
11213,2020-06-15,13
11434,2020-06-15,24
10463,2020-06-15,34
10039,2020-06-15,8
10305,2020-06-15,16
10001,2020-06-15,4
11239,2020-06-15,4
10022,2020-06-15,6
11411,2020-06-15,8
10456,2020-06-15,31
11416,2020-06-15,9
11226,2020-06-15,29
11354,2020-06-15,27
10030,2020-06-15,5
11423,2020-06-15,11
11369,2020-06-15,14
11201,2020-06-15,14
11208,2020-06-15,38
10473,2020-06-15,14
11232,2020-06-15,14
10009,2020-06-15,11
10306,2020-06-15,6
11225,2020-06-15,9
10451,2020-06-15,12
10307,2020-06-15,1
11218,2020-06-15,26
11412,2020-06-15,8
11357,2020-06-15,13
10472,2020-06-15,21
10032,2020-06-15,27
11219,2020-06-15,27
10021,2020-06-15,5
11433,2020-06-15,11
10025,2020-06-15,31
10007,2020-06-15,1
11004,2020-06-15,14
10303,2020-06-15,13
11418,2020-06-15,18
11368,2020-06-15,69
11694,2020-06-15,16
11210,2020-06-15,13
11370,2020-06-15,24
11238,2020-06-15,9
10457,2020-06-15,28
11109,2020-06-15,0
11356,2020-06-15,4
10029,2020-06-15,21
10017,2020-06-15,1
10455,2020-06-15,17
10010,2020-06-15,2
10468,2020-06-15,34
11228,2020-06-15,9
10031,2020-06-15,22
10040,2020-06-15,11
10304,2020-06-15,6
11419,2020-06-15,18
11379,2020-06-15,13
10034,2020-06-15,11
11223,2020-06-15,11
10004,2020-06-15,0
10310,2020-06-15,5
10002,2020-06-15,11
10466,2020-06-15,23
11429,2020-06-15,13
11209,2020-06-15,13
11363,2020-06-15,1
11221,2020-06-15,24
11364,2020-06-15,4
11362,2020-06-15,4
10036,2020-06-15,11
11414,2020-06-15,4
10027,2020-06-15,15
11204,2020-06-15,18
10314,2020-06-15,25
11428,2020-06-15,7
10006,2020-06-15,0
11217,2020-06-15,5
10069,2020-06-15,4
10465,2020-06-15,8
11234,2020-06-15,22
11222,2020-06-15,9
10005,2020-06-15,1
10280,2020-06-15,2
10065,2020-06-15,3
10075,2020-06-15,6
11421,2020-06-15,15
10037,2020-06-15,6
10024,2020-06-15,13
10026,2020-06-15,5
11375,2020-06-15,10
10471,2020-06-15,5
10013,2020-06-15,8
11361,2020-06-15,3
10128,2020-06-15,7
11365,2020-06-15,17
11220,2020-06-15,23
11230,2020-06-15,26
11216,2020-06-15,9
11697,2020-06-15,1
11691,2020-06-15,43
11101,2020-06-15,7
11236,2020-06-15,44
10019,2020-06-15,10
11372,2020-06-15,32
10460,2020-06-15,25
11417,2020-06-15,11
10018,2020-06-15,4
11422,2020-06-15,17
10312,2020-06-15,1
11211,2020-06-15,23
11105,2020-06-15,6
11693,2020-06-15,4
10035,2020-06-15,12
11374,2020-06-15,9
10453,2020-06-15,30
10475,2020-06-15,15
11235,2020-06-15,17
10014,2020-06-15,8
11231,2020-06-15,3
11427,2020-06-15,6
11106,2020-06-15,11
10010,2020-06-22,4
11365,2020-06-22,3
10040,2020-06-22,9
11694,2020-06-22,6
10455,2020-06-22,16
10453,2020-06-22,21
10031,2020-06-22,11
10021,2020-06-22,8
11201,2020-06-22,10
11004,2020-06-22,14
10303,2020-06-22,6
10007,2020-06-22,1
11216,2020-06-22,6
11418,2020-06-22,17
11433,2020-06-22,4
11235,2020-06-22,18
11220,2020-06-22,16
11370,2020-06-22,8
11416,2020-06-22,7
11379,2020-06-22,11
10024,2020-06-22,12
10457,2020-06-22,21
11363,2020-06-22,1
10014,2020-06-22,5
11106,2020-06-22,9
10017,2020-06-22,3
11374,2020-06-22,8
10029,2020-06-22,9
10013,2020-06-22,6
11238,2020-06-22,6
11356,2020-06-22,7
11217,2020-06-22,6
10304,2020-06-22,5
11364,2020-06-22,3
10022,2020-06-22,3
11239,2020-06-22,5
10001,2020-06-22,5
11411,2020-06-22,5
10471,2020-06-22,5
10456,2020-06-22,30
10475,2020-06-22,8
11226,2020-06-22,31
11354,2020-06-22,23
10461,2020-06-22,5
11434,2020-06-22,6
11697,2020-06-22,0
10018,2020-06-22,6
10312,2020-06-22,9
11369,2020-06-22,7
10463,2020-06-22,24
11232,2020-06-22,11
11208,2020-06-22,31
11691,2020-06-22,28
11427,2020-06-22,2
10009,2020-06-22,9
10306,2020-06-22,10
11373,2020-06-22,20
10030,2020-06-22,4
10039,2020-06-22,7
11109,2020-06-22,1
10305,2020-06-22,11
10026,2020-06-22,9
11419,2020-06-22,8
11414,2020-06-22,2
11221,2020-06-22,13
10468,2020-06-22,21
10307,2020-06-22,0
11218,2020-06-22,11
10128,2020-06-22,8
10451,2020-06-22,7
11225,2020-06-22,10
10465,2020-06-22,9
11212,2020-06-22,23
11435,2020-06-22,11
11355,2020-06-22,30
10075,2020-06-22,1
11368,2020-06-22,58
11385,2020-06-22,16
11103,2020-06-22,4
10469,2020-06-22,18
11428,2020-06-22,1
11213,2020-06-22,14
11692,2020-06-22,6
10069,2020-06-22,1
11234,2020-06-22,9
10036,2020-06-22,3
11101,2020-06-22,5
10025,2020-06-22,20
10473,2020-06-22,21
10280,2020-06-22,1
10464,2020-06-22,2
10005,2020-06-22,1
10012,2020-06-22,4
11102,2020-06-22,9
10027,2020-06-22,14
10462,2020-06-22,12
11237,2020-06-22,9
11203,2020-06-22,18
11375,2020-06-22,3
11223,2020-06-22,8
10466,2020-06-22,18
10459,2020-06-22,10
10028,2020-06-22,6
11205,2020-06-22,8
10004,2020-06-22,0
11104,2020-06-22,3
11231,2020-06-22,2
11358,2020-06-22,7
11420,2020-06-22,6
10019,2020-06-22,4
11415,2020-06-22,2
10065,2020-06-22,2
10003,2020-06-22,7
10023,2020-06-22,9
11360,2020-06-22,3
11413,2020-06-22,6
11233,2020-06-22,20
10006,2020-06-22,2
11377,2020-06-22,8
11693,2020-06-22,4
10314,2020-06-22,13
10454,2020-06-22,14
11426,2020-06-22,2
10474,2020-06-22,4
11432,2020-06-22,8
11372,2020-06-22,22
11229,2020-06-22,7
11222,2020-06-22,5
10452,2020-06-22,21
10033,2020-06-22,12
11206,2020-06-22,9
10301,2020-06-22,10
11207,2020-06-22,20
10309,2020-06-22,3
11215,2020-06-22,2
10011,2020-06-22,1
10470,2020-06-22,3
11211,2020-06-22,7
11236,2020-06-22,11
10282,2020-06-22,0
11412,2020-06-22,10
11214,2020-06-22,17
11422,2020-06-22,6
11224,2020-06-22,11
10035,2020-06-22,7
11417,2020-06-22,5
10038,2020-06-22,2
11357,2020-06-22,8
11367,2020-06-22,7
10472,2020-06-22,25
11366,2020-06-22,2
10032,2020-06-22,16
10460,2020-06-22,11
11219,2020-06-22,12
11423,2020-06-22,4
11230,2020-06-22,12
10002,2020-06-22,9
11361,2020-06-22,4
10034,2020-06-22,12
11228,2020-06-22,5
11209,2020-06-22,8
11429,2020-06-22,5
11204,2020-06-22,5
10044,2020-06-22,2
11421,2020-06-22,13
10016,2020-06-22,8
11105,2020-06-22,4
11210,2020-06-22,14
10308,2020-06-22,4
10467,2020-06-22,22
11362,2020-06-22,1
10302,2020-06-22,4
10458,2020-06-22,16
11378,2020-06-22,2
11436,2020-06-22,3
10310,2020-06-22,1
10037,2020-06-22,3
11411,2020-06-29,5
11211,2020-06-29,42
11692,2020-06-29,7
11413,2020-06-29,5
10470,2020-06-29,8
11109,2020-06-29,1
11239,2020-06-29,4
10306,2020-06-29,10
10314,2020-06-29,24
10452,2020-06-29,46
10471,2020-06-29,8
11436,2020-06-29,6
11691,2020-06-29,23
11231,2020-06-29,3
11229,2020-06-29,22
10309,2020-06-29,7
11226,2020-06-29,52
11232,2020-06-29,13
10312,2020-06-29,25
10453,2020-06-29,63
10472,2020-06-29,50
11415,2020-06-29,5
11209,2020-06-29,8
10455,2020-06-29,37
