cbg,rank
360610261001,0.9938814942035208
360610283002,0.9938814942035208
360850047001,0.9938814942035208
360850303011,0.9938814942035208
360850070001,0.9938814942035208
360850074002,0.9938814942035208
360850112011,0.9938814942035208
360050051002,0.9938814942035208
360050051003,0.9938814942035208
360050061002,0.9938814942035208
360050065002,0.9938814942035208
360050069001,0.9938814942035208
360050189002,0.9938814942035208
360050189003,0.9938814942035208
360050193001,0.9938814942035208
360050195001,0.9938814942035208
360050195002,0.9938814942035208
360050195003,0.9938814942035208
360050197001,0.9938814942035208
360050197003,0.9938814942035208
360050199004,0.9938814942035208
360050213021,0.9938814942035208
360050217001,0.9938814942035208
360050221021,0.9938814942035208
360050053001,0.9938814942035208
360050239004,0.9938814942035208
360050255001,0.9938814942035208
360050255002,0.9938814942035208
360050129012,0.9938814942035208
360050210014,0.9938814942035208
360050216023,0.9938814942035208
360050269002,0.9938814942035208
360050273001,0.9938814942035208
360050273003,0.9938814942035208
360050273004,0.9938814942035208
360050277004,0.9938814942035208
360050279003,0.9938814942035208
360050281003,0.9938814942035208
360050283001,0.9938814942035208
360050289002,0.9938814942035208
360050293023,0.9938814942035208
360050293024,0.9938814942035208
360050295001,0.9938814942035208
360610309001,0.9938814942035208
360610309003,0.9938814942035208
360610309004,0.9938814942035208
360050237031,0.9938814942035208
360050253001,0.9938814942035208
360050409002,0.9938814942035208
360050302005,0.9938814942035208
360050462013,0.9938814942035208
360471220002,0.9938814942035208
360470343001,0.9938814942035208
360470610022,0.9938814942035208
360471034001,0.9938814942035208
360050001001,0.9938814942035208
360810454002,0.9938814942035208
360810462003,0.9938814942035208
360610223012,0.9830399313009875
360610223021,0.9830399313009875
360610225002,0.9830399313009875
360610229003,0.9830399313009875
360610237001,0.9830399313009875
360610263001,0.9830399313009875
360610265004,0.9830399313009875
360610273003,0.9830399313009875
360850040002,0.9830399313009875
360850020021,0.9830399313009875
360850273012,0.9830399313009875
360050173004,0.9830399313009875
360050053002,0.9830399313009875
360050205012,0.9830399313009875
360050227013,0.9830399313009875
360050383021,0.9830399313009875
360050397001,0.9830399313009875
360050125001,0.9830399313009875
360050224043,0.9830399313009875
360050273002,0.9830399313009875
360050279004,0.9830399313009875
360050281001,0.9830399313009875
360050285001,0.9830399313009875
360050287001,0.9830399313009875
360050297002,0.9830399313009875
360610309002,0.9830399313009875
360050004003,0.9830399313009875
360050016001,0.9830399313009875
360050020003,0.9830399313009875
360050042002,0.9830399313009875
360471214001,0.9830399313009875
360471220001,0.9830399313009875
360810929001,0.9830399313009875
360810403001,0.9830399313009875
360810413001,0.9830399313009875
360810446022,0.9830399313009875
360810992001,0.9830399313009875
360811010011,0.9830399313009875
360811010012,0.9830399313009875
360811010013,0.9830399313009875
360811010021,0.9830399313009875
360811032011,0.9830399313009875
360811032013,0.9830399313009875
360610162004,0.9725203950193216
360610180001,0.9725203950193216
360610245002,0.9725203950193216
360610245004,0.9725203950193216
360610245005,0.9725203950193216
360850112012,0.9725203950193216
360850189011,0.9725203950193216
360850189012,0.9725203950193216
360850277021,0.9725203950193216
360050189004,0.9725203950193216
360050199002,0.9725203950193216
360050221023,0.9725203950193216
360050227021,0.9725203950193216
360050227012,0.9725203950193216
360050403021,0.9725203950193216
360050153001,0.9725203950193216
360050269001,0.9725203950193216
360050287003,0.9725203950193216
360050297001,0.9725203950193216
360050307013,0.9725203950193216
360050265002,0.9725203950193216
360050054002,0.9725203950193216
360050070001,0.9725203950193216
360050078002,0.9725203950193216
360470259021,0.9725203950193216
360470531001,0.9725203950193216
360471208003,0.9725203950193216
360470325003,0.9725203950193216
360810381002,0.9725203950193216
360810401001,0.9725203950193216
360810401003,0.9725203950193216
360810415001,0.9725203950193216
360810427002,0.9725203950193216
360810437023,0.9725203950193216
360810439001,0.9725203950193216
360810439002,0.9725203950193216
360810443023,0.9725203950193216
360810455001,0.9725203950193216
360810455002,0.9725203950193216
